"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"13/01/2024 23:00 - 14/01/2024 00:00","Norway (NO)","19103.00","19049.86"
"14/01/2024 00:00 - 14/01/2024 01:00","Norway (NO)","18639.23","18794.99"
"14/01/2024 01:00 - 14/01/2024 02:00","Norway (NO)","18215.77","18592.86"
"14/01/2024 02:00 - 14/01/2024 03:00","Norway (NO)","17870.25","18291.40"
"14/01/2024 03:00 - 14/01/2024 04:00","Norway (NO)","17754.97","17859.68"
"14/01/2024 04:00 - 14/01/2024 05:00","Norway (NO)","17781.70","17754.60"
"14/01/2024 05:00 - 14/01/2024 06:00","Norway (NO)","17891.86","17784.69"
"14/01/2024 06:00 - 14/01/2024 07:00","Norway (NO)","17949.85","18031.35"
"14/01/2024 07:00 - 14/01/2024 08:00","Norway (NO)","18163.29","18215.89"
"14/01/2024 08:00 - 14/01/2024 09:00","Norway (NO)","18705.51","18569.94"
"14/01/2024 09:00 - 14/01/2024 10:00","Norway (NO)","19269.15","19192.00"
"14/01/2024 10:00 - 14/01/2024 11:00","Norway (NO)","19673.44","19547.99"
"14/01/2024 11:00 - 14/01/2024 12:00","Norway (NO)","19803.96","19766.55"
"14/01/2024 12:00 - 14/01/2024 13:00","Norway (NO)","19837.31","19786.57"
"14/01/2024 13:00 - 14/01/2024 14:00","Norway (NO)","19921.15","19882.47"
"14/01/2024 14:00 - 14/01/2024 15:00","Norway (NO)","19723.06","20040.32"
"14/01/2024 15:00 - 14/01/2024 16:00","Norway (NO)","19939.29","20013.78"
"14/01/2024 16:00 - 14/01/2024 17:00","Norway (NO)","20623.36","20234.64"
"14/01/2024 17:00 - 14/01/2024 18:00","Norway (NO)","20859.58","20537.94"
"14/01/2024 18:00 - 14/01/2024 19:00","Norway (NO)","20435.98","20550.45"
"14/01/2024 19:00 - 14/01/2024 20:00","Norway (NO)","20296.11","20030.53"
"14/01/2024 20:00 - 14/01/2024 21:00","Norway (NO)","20285.07","20001.15"
"14/01/2024 21:00 - 14/01/2024 22:00","Norway (NO)","20153.08","19988.32"
"14/01/2024 22:00 - 14/01/2024 23:00","Norway (NO)","19840.27","19818.44"
"14/01/2024 23:00 - 15/01/2024 00:00","Norway (NO)","19417.24","19401.67"
"15/01/2024 00:00 - 15/01/2024 01:00","Norway (NO)","18951.98","19061.57"
"15/01/2024 01:00 - 15/01/2024 02:00","Norway (NO)","18636.98","18928.92"
"15/01/2024 02:00 - 15/01/2024 03:00","Norway (NO)","18587.90","18679.70"
"15/01/2024 03:00 - 15/01/2024 04:00","Norway (NO)","18554.14","18525.34"
"15/01/2024 04:00 - 15/01/2024 05:00","Norway (NO)","18630.91","18679.34"
"15/01/2024 05:00 - 15/01/2024 06:00","Norway (NO)","19529.50","19025.15"
"15/01/2024 06:00 - 15/01/2024 07:00","Norway (NO)","21051.59","20386.64"
"15/01/2024 07:00 - 15/01/2024 08:00","Norway (NO)","22470.47","21916.80"
"15/01/2024 08:00 - 15/01/2024 09:00","Norway (NO)","22985.29","22693.77"
"15/01/2024 09:00 - 15/01/2024 10:00","Norway (NO)","22991.65","22842.32"
"15/01/2024 10:00 - 15/01/2024 11:00","Norway (NO)","22778.83","22912.59"
"15/01/2024 11:00 - 15/01/2024 12:00","Norway (NO)","22727.48","22639.35"
"15/01/2024 12:00 - 15/01/2024 13:00","Norway (NO)","22405.73","22459.21"
"15/01/2024 13:00 - 15/01/2024 14:00","Norway (NO)","22349.35","22168.64"
"15/01/2024 14:00 - 15/01/2024 15:00","Norway (NO)","22585.17","22359.84"
"15/01/2024 15:00 - 15/01/2024 16:00","Norway (NO)","22688.98","22525.79"
"15/01/2024 16:00 - 15/01/2024 17:00","Norway (NO)","23019.18","22865.33"
"15/01/2024 17:00 - 15/01/2024 18:00","Norway (NO)","22946.06","22783.99"
"15/01/2024 18:00 - 15/01/2024 19:00","Norway (NO)","22868.55","22673.01"
"15/01/2024 19:00 - 15/01/2024 20:00","Norway (NO)","22745.79","22615.59"
"15/01/2024 20:00 - 15/01/2024 21:00","Norway (NO)","22789.88","22485.96"
"15/01/2024 21:00 - 15/01/2024 22:00","Norway (NO)","22648.68","22398.09"
"15/01/2024 22:00 - 15/01/2024 23:00","Norway (NO)","22334.37","22109.66"
"15/01/2024 23:00 - 16/01/2024 00:00","Norway (NO)","21847.28","21625.81"
"16/01/2024 00:00 - 16/01/2024 01:00","Norway (NO)","21467.77","21093.53"
"16/01/2024 01:00 - 16/01/2024 02:00","Norway (NO)","21271.69","20752.31"
"16/01/2024 02:00 - 16/01/2024 03:00","Norway (NO)","21005.38","20649.28"
"16/01/2024 03:00 - 16/01/2024 04:00","Norway (NO)","20827.40","20798.73"
"16/01/2024 04:00 - 16/01/2024 05:00","Norway (NO)","20969.19","20751.56"
"16/01/2024 05:00 - 16/01/2024 06:00","Norway (NO)","21406.08","21273.68"
"16/01/2024 06:00 - 16/01/2024 07:00","Norway (NO)","22405.53","22382.76"
"16/01/2024 07:00 - 16/01/2024 08:00","Norway (NO)","23596.70","23440.09"
"16/01/2024 08:00 - 16/01/2024 09:00","Norway (NO)","24001.32","24001.89"
"16/01/2024 09:00 - 16/01/2024 10:00","Norway (NO)","23934.26","23891.36"
"16/01/2024 10:00 - 16/01/2024 11:00","Norway (NO)","23990.13","23852.59"
"16/01/2024 11:00 - 16/01/2024 12:00","Norway (NO)","23846.94","23798.98"
"16/01/2024 12:00 - 16/01/2024 13:00","Norway (NO)","23876.95","23469.98"
"16/01/2024 13:00 - 16/01/2024 14:00","Norway (NO)","23895.85","23287.32"
"16/01/2024 14:00 - 16/01/2024 15:00","Norway (NO)","23962.99","23248.71"
"16/01/2024 15:00 - 16/01/2024 16:00","Norway (NO)","23912.15","23946.08"
"16/01/2024 16:00 - 16/01/2024 17:00","Norway (NO)","24177.11","23954.11"
"16/01/2024 17:00 - 16/01/2024 18:00","Norway (NO)","23902.90","23812.82"
"16/01/2024 18:00 - 16/01/2024 19:00","Norway (NO)","23594.74","23472.68"
"16/01/2024 19:00 - 16/01/2024 20:00","Norway (NO)","23421.76","23277.14"
"16/01/2024 20:00 - 16/01/2024 21:00","Norway (NO)","23301.03","23226.36"
"16/01/2024 21:00 - 16/01/2024 22:00","Norway (NO)","22957.85","22854.62"
"16/01/2024 22:00 - 16/01/2024 23:00","Norway (NO)","22249.61","22351.53"
"16/01/2024 23:00 - 17/01/2024 00:00","Norway (NO)","21473.15","21527.55"
"17/01/2024 00:00 - 17/01/2024 01:00","Norway (NO)","20978.96","21022.87"
"17/01/2024 01:00 - 17/01/2024 02:00","Norway (NO)","20728.40","20928.02"
"17/01/2024 02:00 - 17/01/2024 03:00","Norway (NO)","20462.04","20721.14"
"17/01/2024 03:00 - 17/01/2024 04:00","Norway (NO)","20291.15","20381.27"
"17/01/2024 04:00 - 17/01/2024 05:00","Norway (NO)","20318.17","20318.34"
"17/01/2024 05:00 - 17/01/2024 06:00","Norway (NO)","20643.17","20545.38"
"17/01/2024 06:00 - 17/01/2024 07:00","Norway (NO)","21925.41","21661.05"
"17/01/2024 07:00 - 17/01/2024 08:00","Norway (NO)","23259.35","23110.63"
"17/01/2024 08:00 - 17/01/2024 09:00","Norway (NO)","23602.56","23497.82"
"17/01/2024 09:00 - 17/01/2024 10:00","Norway (NO)","23492.65","23488.37"
"17/01/2024 10:00 - 17/01/2024 11:00","Norway (NO)","23627.17","23395.82"
"17/01/2024 11:00 - 17/01/2024 12:00","Norway (NO)","23383.66","23437.33"
"17/01/2024 12:00 - 17/01/2024 13:00","Norway (NO)","23421.32","23204.25"
"17/01/2024 13:00 - 17/01/2024 14:00","Norway (NO)","23078.00","23318.57"
"17/01/2024 14:00 - 17/01/2024 15:00","Norway (NO)","22537.19","23048.57"
"17/01/2024 15:00 - 17/01/2024 16:00","Norway (NO)","22909.14","22594.30"
"17/01/2024 16:00 - 17/01/2024 17:00","Norway (NO)","23111.55","23050.91"
"17/01/2024 17:00 - 17/01/2024 18:00","Norway (NO)","23220.03","22742.68"
"17/01/2024 18:00 - 17/01/2024 19:00","Norway (NO)","22973.11","22706.30"
"17/01/2024 19:00 - 17/01/2024 20:00","Norway (NO)","22916.41","22738.21"
"17/01/2024 20:00 - 17/01/2024 21:00","Norway (NO)","22933.15","22797.07"
"17/01/2024 21:00 - 17/01/2024 22:00","Norway (NO)","22513.67","22604.22"
"17/01/2024 22:00 - 17/01/2024 23:00","Norway (NO)","22048.06","22108.46"
"17/01/2024 23:00 - 18/01/2024 00:00","Norway (NO)","21439.12","21542.21"
"18/01/2024 00:00 - 18/01/2024 01:00","Norway (NO)","20854.42","20904.95"
"18/01/2024 01:00 - 18/01/2024 02:00","Norway (NO)","20606.81","20488.58"
"18/01/2024 02:00 - 18/01/2024 03:00","Norway (NO)","20591.67","20372.93"
"18/01/2024 03:00 - 18/01/2024 04:00","Norway (NO)","20525.26","20540.90"
"18/01/2024 04:00 - 18/01/2024 05:00","Norway (NO)","20734.67","20548.54"
"18/01/2024 05:00 - 18/01/2024 06:00","Norway (NO)","21135.29","20900.30"
"18/01/2024 06:00 - 18/01/2024 07:00","Norway (NO)","22131.23","22015.14"
"18/01/2024 07:00 - 18/01/2024 08:00","Norway (NO)","23771.79","23217.18"
"18/01/2024 08:00 - 18/01/2024 09:00","Norway (NO)","24211.52","23863.49"
"18/01/2024 09:00 - 18/01/2024 10:00","Norway (NO)","24085.95","23995.05"
"18/01/2024 10:00 - 18/01/2024 11:00","Norway (NO)","23890.79","23771.40"
"18/01/2024 11:00 - 18/01/2024 12:00","Norway (NO)","23492.95","23543.05"
"18/01/2024 12:00 - 18/01/2024 13:00","Norway (NO)","23147.70","23211.53"
"18/01/2024 13:00 - 18/01/2024 14:00","Norway (NO)","23127.69","22920.98"
"18/01/2024 14:00 - 18/01/2024 15:00","Norway (NO)","23148.43","22936.96"
"18/01/2024 15:00 - 18/01/2024 16:00","Norway (NO)","23407.00","23234.20"
"18/01/2024 16:00 - 18/01/2024 17:00","Norway (NO)","23756.26","23628.03"
"18/01/2024 17:00 - 18/01/2024 18:00","Norway (NO)","23894.73","23568.71"
"18/01/2024 18:00 - 18/01/2024 19:00","Norway (NO)","23763.20","23612.05"
"18/01/2024 19:00 - 18/01/2024 20:00","Norway (NO)","23257.23","23553.84"
"18/01/2024 20:00 - 18/01/2024 21:00","Norway (NO)","23139.58","22905.86"
"18/01/2024 21:00 - 18/01/2024 22:00","Norway (NO)","22716.39","22657.12"
"18/01/2024 22:00 - 18/01/2024 23:00","Norway (NO)","22191.39","22190.40"
"18/01/2024 23:00 - 19/01/2024 00:00","Norway (NO)","21383.09","21697.98"
"19/01/2024 00:00 - 19/01/2024 01:00","Norway (NO)","21220.18","21146.13"
"19/01/2024 01:00 - 19/01/2024 02:00","Norway (NO)","21400.86","21073.65"
"19/01/2024 02:00 - 19/01/2024 03:00","Norway (NO)","21247.64","21188.85"
"19/01/2024 03:00 - 19/01/2024 04:00","Norway (NO)","20883.86","21151.57"
"19/01/2024 04:00 - 19/01/2024 05:00","Norway (NO)","20616.72","20930.67"
"19/01/2024 05:00 - 19/01/2024 06:00","Norway (NO)","21276.30","20973.46"
"19/01/2024 06:00 - 19/01/2024 07:00","Norway (NO)","22742.38","22271.26"
"19/01/2024 07:00 - 19/01/2024 08:00","Norway (NO)","23859.05","23873.53"
"19/01/2024 08:00 - 19/01/2024 09:00","Norway (NO)","24116.32","24100.61"
"19/01/2024 09:00 - 19/01/2024 10:00","Norway (NO)","24075.77","23789.97"
"19/01/2024 10:00 - 19/01/2024 11:00","Norway (NO)","24214.00","23809.34"
"19/01/2024 11:00 - 19/01/2024 12:00","Norway (NO)","23767.27","23717.70"
"19/01/2024 12:00 - 19/01/2024 13:00","Norway (NO)","23764.03","23409.73"
"19/01/2024 13:00 - 19/01/2024 14:00","Norway (NO)","23478.41","23473.72"
"19/01/2024 14:00 - 19/01/2024 15:00","Norway (NO)","23208.35","23336.51"
"19/01/2024 15:00 - 19/01/2024 16:00","Norway (NO)","23179.77","23220.61"
"19/01/2024 16:00 - 19/01/2024 17:00","Norway (NO)","23674.13","23275.71"
"19/01/2024 17:00 - 19/01/2024 18:00","Norway (NO)","23820.72","23494.85"
"19/01/2024 18:00 - 19/01/2024 19:00","Norway (NO)","23462.00","23542.79"
"19/01/2024 19:00 - 19/01/2024 20:00","Norway (NO)","23098.44","23124.54"
"19/01/2024 20:00 - 19/01/2024 21:00","Norway (NO)","22665.38","22659.92"
"19/01/2024 21:00 - 19/01/2024 22:00","Norway (NO)","22285.62","22287.86"
"19/01/2024 22:00 - 19/01/2024 23:00","Norway (NO)","21794.67","21830.38"
"19/01/2024 23:00 - 20/01/2024 00:00","Norway (NO)","20980.04","21393.60"
"20/01/2024 00:00 - 20/01/2024 01:00","Norway (NO)","20572.99","20622.85"
"20/01/2024 01:00 - 20/01/2024 02:00","Norway (NO)","20689.44","20546.47"
"20/01/2024 02:00 - 20/01/2024 03:00","Norway (NO)","20741.44","20376.51"
"20/01/2024 03:00 - 20/01/2024 04:00","Norway (NO)","20663.33","20571.50"
"20/01/2024 04:00 - 20/01/2024 05:00","Norway (NO)","20647.99","20494.31"
"20/01/2024 05:00 - 20/01/2024 06:00","Norway (NO)","20806.24","20684.46"
"20/01/2024 06:00 - 20/01/2024 07:00","Norway (NO)","21097.26","21060.88"
"20/01/2024 07:00 - 20/01/2024 08:00","Norway (NO)","21484.48","21366.42"
"20/01/2024 08:00 - 20/01/2024 09:00","Norway (NO)","22260.20","21958.98"
"20/01/2024 09:00 - 20/01/2024 10:00","Norway (NO)","22822.38","22655.21"
"20/01/2024 10:00 - 20/01/2024 11:00","Norway (NO)","23061.07","23074.34"
"20/01/2024 11:00 - 20/01/2024 12:00","Norway (NO)","22823.15","22837.35"
"20/01/2024 12:00 - 20/01/2024 13:00","Norway (NO)","22560.30","22637.45"
"20/01/2024 13:00 - 20/01/2024 14:00","Norway (NO)","22471.27","22310.23"
"20/01/2024 14:00 - 20/01/2024 15:00","Norway (NO)","22617.69","22283.38"
"20/01/2024 15:00 - 20/01/2024 16:00","Norway (NO)","22746.08","22637.59"
"20/01/2024 16:00 - 20/01/2024 17:00","Norway (NO)","23132.08","22934.38"
"20/01/2024 17:00 - 20/01/2024 18:00","Norway (NO)","23335.15","22995.32"
"20/01/2024 18:00 - 20/01/2024 19:00","Norway (NO)","23205.91","22991.65"
"20/01/2024 19:00 - 20/01/2024 20:00","Norway (NO)","22726.99","22716.79"
"20/01/2024 20:00 - 20/01/2024 21:00","Norway (NO)","21971.22","22212.67"
"20/01/2024 21:00 - 20/01/2024 22:00","Norway (NO)","21236.11","21459.59"
"20/01/2024 22:00 - 20/01/2024 23:00","Norway (NO)","20755.22","20917.07"
"20/01/2024 23:00 - 21/01/2024 00:00","Norway (NO)","20240.24","20427.31"
"21/01/2024 00:00 - 21/01/2024 01:00","Norway (NO)","20198.91","19949.33"
"21/01/2024 01:00 - 21/01/2024 02:00","Norway (NO)","20057.62","19942.97"
"21/01/2024 02:00 - 21/01/2024 03:00","Norway (NO)","20134.49","19919.72"
"21/01/2024 03:00 - 21/01/2024 04:00","Norway (NO)","20033.23","19956.44"
"21/01/2024 04:00 - 21/01/2024 05:00","Norway (NO)","19617.98","19899.87"
"21/01/2024 05:00 - 21/01/2024 06:00","Norway (NO)","19604.84","19626.18"
"21/01/2024 06:00 - 21/01/2024 07:00","Norway (NO)","19719.84","19729.44"
"21/01/2024 07:00 - 21/01/2024 08:00","Norway (NO)","19807.53","19922.38"
"21/01/2024 08:00 - 21/01/2024 09:00","Norway (NO)","20077.63","20310.69"
"21/01/2024 09:00 - 21/01/2024 10:00","Norway (NO)","20540.66","20620.77"
"21/01/2024 10:00 - 21/01/2024 11:00","Norway (NO)","20834.82","20864.15"
"21/01/2024 11:00 - 21/01/2024 12:00","Norway (NO)","20770.56","21027.85"
"21/01/2024 12:00 - 21/01/2024 13:00","Norway (NO)","20965.42","20796.47"
"21/01/2024 13:00 - 21/01/2024 14:00","Norway (NO)","20801.71","21010.83"
"21/01/2024 14:00 - 21/01/2024 15:00","Norway (NO)","20453.80","20876.86"
"21/01/2024 15:00 - 21/01/2024 16:00","Norway (NO)","20898.81","20701.92"
"21/01/2024 16:00 - 21/01/2024 17:00","Norway (NO)","21088.63","21054.96"
"21/01/2024 17:00 - 21/01/2024 18:00","Norway (NO)","21160.15","21042.34"
"21/01/2024 18:00 - 21/01/2024 19:00","Norway (NO)","21038.74","20902.09"
"21/01/2024 19:00 - 21/01/2024 20:00","Norway (NO)","20805.61","20640.46"
"21/01/2024 20:00 - 21/01/2024 21:00","Norway (NO)","20468.26","20513.35"
"21/01/2024 21:00 - 21/01/2024 22:00","Norway (NO)","20049.53","20184.57"
"21/01/2024 22:00 - 21/01/2024 23:00","Norway (NO)","19636.70","19677.76"
"21/01/2024 23:00 - 22/01/2024 00:00","Norway (NO)","18988.14","19171.49"
"22/01/2024 00:00 - 22/01/2024 01:00","Norway (NO)","18552.32","18657.49"
"22/01/2024 01:00 - 22/01/2024 02:00","Norway (NO)","18319.37","18526.43"
"22/01/2024 02:00 - 22/01/2024 03:00","Norway (NO)","18075.58","18289.35"
"22/01/2024 03:00 - 22/01/2024 04:00","Norway (NO)","17808.50","17975.14"
"22/01/2024 04:00 - 22/01/2024 05:00","Norway (NO)","18009.13","17896.42"
"22/01/2024 05:00 - 22/01/2024 06:00","Norway (NO)","18615.85","18451.03"
"22/01/2024 06:00 - 22/01/2024 07:00","Norway (NO)","19802.10","19495.60"
"22/01/2024 07:00 - 22/01/2024 08:00","Norway (NO)","20503.64","20772.33"
"22/01/2024 08:00 - 22/01/2024 09:00","Norway (NO)","20463.94","20788.93"
"22/01/2024 09:00 - 22/01/2024 10:00","Norway (NO)","20335.52","20434.77"
"22/01/2024 10:00 - 22/01/2024 11:00","Norway (NO)","20428.60","20358.37"
"22/01/2024 11:00 - 22/01/2024 12:00","Norway (NO)","20142.98","20394.31"
"22/01/2024 12:00 - 22/01/2024 13:00","Norway (NO)","19909.22","20062.59"
"22/01/2024 13:00 - 22/01/2024 14:00","Norway (NO)","19750.20","19950.13"
"22/01/2024 14:00 - 22/01/2024 15:00","Norway (NO)","20128.69","19812.92"
"22/01/2024 15:00 - 22/01/2024 16:00","Norway (NO)","19989.93","20299.79"
"22/01/2024 16:00 - 22/01/2024 17:00","Norway (NO)","20370.20","20199.46"
"22/01/2024 17:00 - 22/01/2024 18:00","Norway (NO)","19952.44","20335.09"
"22/01/2024 18:00 - 22/01/2024 19:00","Norway (NO)","19538.03","19861.42"
"22/01/2024 19:00 - 22/01/2024 20:00","Norway (NO)","19343.32","19508.14"
"22/01/2024 20:00 - 22/01/2024 21:00","Norway (NO)","19015.47","19319.59"
"22/01/2024 21:00 - 22/01/2024 22:00","Norway (NO)","18957.88","18910.94"
"22/01/2024 22:00 - 22/01/2024 23:00","Norway (NO)","18633.88","18635.00"
"22/01/2024 23:00 - 23/01/2024 00:00","Norway (NO)","17724.31","18155.47"
"23/01/2024 00:00 - 23/01/2024 01:00","Norway (NO)","17556.53","17376.12"
"23/01/2024 01:00 - 23/01/2024 02:00","Norway (NO)","17063.76","17444.64"
"23/01/2024 02:00 - 23/01/2024 03:00","Norway (NO)","16816.25","17126.38"
"23/01/2024 03:00 - 23/01/2024 04:00","Norway (NO)","16783.14","16816.37"
"23/01/2024 04:00 - 23/01/2024 05:00","Norway (NO)","16704.87","16952.26"
"23/01/2024 05:00 - 23/01/2024 06:00","Norway (NO)","17433.77","17144.84"
"23/01/2024 06:00 - 23/01/2024 07:00","Norway (NO)","18578.63","18408.21"
"23/01/2024 07:00 - 23/01/2024 08:00","Norway (NO)","19583.72","19688.52"
"23/01/2024 08:00 - 23/01/2024 09:00","Norway (NO)","19582.41","19940.91"
"23/01/2024 09:00 - 23/01/2024 10:00","Norway (NO)","19460.55","19566.18"
"23/01/2024 10:00 - 23/01/2024 11:00","Norway (NO)","19588.34","19567.34"
"23/01/2024 11:00 - 23/01/2024 12:00","Norway (NO)","19534.67","19452.91"
"23/01/2024 12:00 - 23/01/2024 13:00","Norway (NO)","19432.39","19392.62"
"23/01/2024 13:00 - 23/01/2024 14:00","Norway (NO)","19210.24","19365.69"
"23/01/2024 14:00 - 23/01/2024 15:00","Norway (NO)","19131.71","19307.49"
"23/01/2024 15:00 - 23/01/2024 16:00","Norway (NO)","19238.27","19364.58"
"23/01/2024 16:00 - 23/01/2024 17:00","Norway (NO)","19582.25","19682.28"
"23/01/2024 17:00 - 23/01/2024 18:00","Norway (NO)","19748.77","19563.35"
"23/01/2024 18:00 - 23/01/2024 19:00","Norway (NO)","19550.88","19606.36"
"23/01/2024 19:00 - 23/01/2024 20:00","Norway (NO)","19573.33","19544.84"
"23/01/2024 20:00 - 23/01/2024 21:00","Norway (NO)","19514.08","19582.54"
"23/01/2024 21:00 - 23/01/2024 22:00","Norway (NO)","19336.88","19348.88"
"23/01/2024 22:00 - 23/01/2024 23:00","Norway (NO)","19102.67","18984.69"
"23/01/2024 23:00 - 24/01/2024 00:00","Norway (NO)","18570.41","18429.49"
"24/01/2024 00:00 - 24/01/2024 01:00","Norway (NO)","17830.32","18125.59"
"24/01/2024 01:00 - 24/01/2024 02:00","Norway (NO)","17094.86","17826.60"
"24/01/2024 02:00 - 24/01/2024 03:00","Norway (NO)","16954.12","17261.79"
"24/01/2024 03:00 - 24/01/2024 04:00","Norway (NO)","17045.59","16941.74"
"24/01/2024 04:00 - 24/01/2024 05:00","Norway (NO)","17266.16","16935.19"
"24/01/2024 05:00 - 24/01/2024 06:00","Norway (NO)","17554.80","17569.29"
"24/01/2024 06:00 - 24/01/2024 07:00","Norway (NO)","18753.01","18599.11"
"24/01/2024 07:00 - 24/01/2024 08:00","Norway (NO)","19934.82","19895.06"
"24/01/2024 08:00 - 24/01/2024 09:00","Norway (NO)","20074.45","20078.67"
"24/01/2024 09:00 - 24/01/2024 10:00","Norway (NO)","20080.23","19884.11"
"24/01/2024 10:00 - 24/01/2024 11:00","Norway (NO)","20101.63","19983.85"
"24/01/2024 11:00 - 24/01/2024 12:00","Norway (NO)","19866.70","19949.89"
"24/01/2024 12:00 - 24/01/2024 13:00","Norway (NO)","19834.52","19786.88"
"24/01/2024 13:00 - 24/01/2024 14:00","Norway (NO)","19545.68","19717.47"
"24/01/2024 14:00 - 24/01/2024 15:00","Norway (NO)","19529.07","19452.94"
"24/01/2024 15:00 - 24/01/2024 16:00","Norway (NO)","19920.94","19751.04"
"24/01/2024 16:00 - 24/01/2024 17:00","Norway (NO)","20196.97","20083.73"
"24/01/2024 17:00 - 24/01/2024 18:00","Norway (NO)","20163.92","19910.76"
"24/01/2024 18:00 - 24/01/2024 19:00","Norway (NO)","19831.30","19760.34"
"24/01/2024 19:00 - 24/01/2024 20:00","Norway (NO)","19816.69","19646.90"
"24/01/2024 20:00 - 24/01/2024 21:00","Norway (NO)","19758.94","19672.54"
"24/01/2024 21:00 - 24/01/2024 22:00","Norway (NO)","19244.30","19466.79"
"24/01/2024 22:00 - 24/01/2024 23:00","Norway (NO)","18733.11","18856.04"
"24/01/2024 23:00 - 25/01/2024 00:00","Norway (NO)","18217.00","18265.92"
"25/01/2024 00:00 - 25/01/2024 01:00","Norway (NO)","17890.85","17837.41"
"25/01/2024 01:00 - 25/01/2024 02:00","Norway (NO)","17466.15","17805.70"
"25/01/2024 02:00 - 25/01/2024 03:00","Norway (NO)","17010.39","17526.44"
"25/01/2024 03:00 - 25/01/2024 04:00","Norway (NO)","16873.67","17021.01"
"25/01/2024 04:00 - 25/01/2024 05:00","Norway (NO)","17290.47","17042.14"
"25/01/2024 05:00 - 25/01/2024 06:00","Norway (NO)","17749.10","17597.85"
"25/01/2024 06:00 - 25/01/2024 07:00","Norway (NO)","19008.23","18723.79"
"25/01/2024 07:00 - 25/01/2024 08:00","Norway (NO)","20354.36","20194.96"
"25/01/2024 08:00 - 25/01/2024 09:00","Norway (NO)","20602.68","20513.31"
"25/01/2024 09:00 - 25/01/2024 10:00","Norway (NO)","20345.38","20499.09"
"25/01/2024 10:00 - 25/01/2024 11:00","Norway (NO)","20233.29","20233.93"
"25/01/2024 11:00 - 25/01/2024 12:00","Norway (NO)","20039.85","20016.36"
"25/01/2024 12:00 - 25/01/2024 13:00","Norway (NO)","20160.37","19862.39"
"25/01/2024 13:00 - 25/01/2024 14:00","Norway (NO)","19528.45","19683.04"
"25/01/2024 14:00 - 25/01/2024 15:00","Norway (NO)","19612.11","19508.63"
"25/01/2024 15:00 - 25/01/2024 16:00","Norway (NO)","19731.63","19859.48"
"25/01/2024 16:00 - 25/01/2024 17:00","Norway (NO)","20293.99","20064.44"
"25/01/2024 17:00 - 25/01/2024 18:00","Norway (NO)","20370.59","20310.28"
"25/01/2024 18:00 - 25/01/2024 19:00","Norway (NO)","20036.10","20231.56"
"25/01/2024 19:00 - 25/01/2024 20:00","Norway (NO)","19798.71","19922.33"
"25/01/2024 20:00 - 25/01/2024 21:00","Norway (NO)","19759.19","19678.80"
"25/01/2024 21:00 - 25/01/2024 22:00","Norway (NO)","19593.21","19464.97"
"25/01/2024 22:00 - 25/01/2024 23:00","Norway (NO)","19447.49","19175.44"
"25/01/2024 23:00 - 26/01/2024 00:00","Norway (NO)","18706.53","18954.16"
"26/01/2024 00:00 - 26/01/2024 01:00","Norway (NO)","18145.97","18282.66"
"26/01/2024 01:00 - 26/01/2024 02:00","Norway (NO)","17959.17","18165.15"
"26/01/2024 02:00 - 26/01/2024 03:00","Norway (NO)","17697.00","17911.30"
"26/01/2024 03:00 - 26/01/2024 04:00","Norway (NO)","17566.22","17539.83"
"26/01/2024 04:00 - 26/01/2024 05:00","Norway (NO)","17563.85","17585.57"
"26/01/2024 05:00 - 26/01/2024 06:00","Norway (NO)","17879.32","17893.17"
"26/01/2024 06:00 - 26/01/2024 07:00","Norway (NO)","18889.21","18962.68"
