"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"23/03/2024 14:00 - 23/03/2024 15:00","Sweden (SE)","14916.00","15919.00"
"23/03/2024 15:00 - 23/03/2024 16:00","Sweden (SE)","14914.00","16015.00"
"23/03/2024 16:00 - 23/03/2024 17:00","Sweden (SE)","15288.00","16411.00"
"23/03/2024 17:00 - 23/03/2024 18:00","Sweden (SE)","15959.00","17012.00"
"23/03/2024 18:00 - 23/03/2024 19:00","Sweden (SE)","16846.00","17553.00"
"23/03/2024 19:00 - 23/03/2024 20:00","Sweden (SE)","16781.00","17437.00"
"23/03/2024 20:00 - 23/03/2024 21:00","Sweden (SE)","16234.00","16956.00"
"23/03/2024 21:00 - 23/03/2024 22:00","Sweden (SE)","15747.00","16405.00"
"23/03/2024 22:00 - 23/03/2024 23:00","Sweden (SE)","15229.00","15944.00"
"23/03/2024 23:00 - 24/03/2024 00:00","Sweden (SE)","14893.00","15514.00"
"24/03/2024 00:00 - 24/03/2024 01:00","Sweden (SE)","14605.00","15091.00"
"24/03/2024 01:00 - 24/03/2024 02:00","Sweden (SE)","14363.00","14865.00"
"24/03/2024 02:00 - 24/03/2024 03:00","Sweden (SE)","14393.00","14826.00"
"24/03/2024 03:00 - 24/03/2024 04:00","Sweden (SE)","14303.00","14815.00"
"24/03/2024 04:00 - 24/03/2024 05:00","Sweden (SE)","14345.00","14877.00"
"24/03/2024 05:00 - 24/03/2024 06:00","Sweden (SE)","14343.00","15001.00"
"24/03/2024 06:00 - 24/03/2024 07:00","Sweden (SE)","14511.00","15138.00"
"24/03/2024 07:00 - 24/03/2024 08:00","Sweden (SE)","14731.00","15419.00"
"24/03/2024 08:00 - 24/03/2024 09:00","Sweden (SE)","14963.00","15796.00"
"24/03/2024 09:00 - 24/03/2024 10:00","Sweden (SE)","15478.00","16164.00"
"24/03/2024 10:00 - 24/03/2024 11:00","Sweden (SE)","15647.00","16421.00"
"24/03/2024 11:00 - 24/03/2024 12:00","Sweden (SE)","15770.00","16580.00"
"24/03/2024 12:00 - 24/03/2024 13:00","Sweden (SE)","15783.00","16673.00"
"24/03/2024 13:00 - 24/03/2024 14:00","Sweden (SE)","15870.00","16611.00"
"24/03/2024 14:00 - 24/03/2024 15:00","Sweden (SE)","15985.00","16589.00"
"24/03/2024 15:00 - 24/03/2024 16:00","Sweden (SE)","15957.00","16650.00"
"24/03/2024 16:00 - 24/03/2024 17:00","Sweden (SE)","16498.00","16986.00"
"24/03/2024 17:00 - 24/03/2024 18:00","Sweden (SE)","17305.00","17687.00"
"24/03/2024 18:00 - 24/03/2024 19:00","Sweden (SE)","18076.00","18210.00"
"24/03/2024 19:00 - 24/03/2024 20:00","Sweden (SE)","18062.00","18061.00"
"24/03/2024 20:00 - 24/03/2024 21:00","Sweden (SE)","17441.00","17622.00"
"24/03/2024 21:00 - 24/03/2024 22:00","Sweden (SE)","17056.00","17135.00"
"24/03/2024 22:00 - 24/03/2024 23:00","Sweden (SE)","16485.00","16570.00"
"24/03/2024 23:00 - 25/03/2024 00:00","Sweden (SE)","15760.00","16087.00"
"25/03/2024 00:00 - 25/03/2024 01:00","Sweden (SE)","15184.00","15626.00"
"25/03/2024 01:00 - 25/03/2024 02:00","Sweden (SE)","15004.00","15548.00"
"25/03/2024 02:00 - 25/03/2024 03:00","Sweden (SE)","14982.00","15565.00"
"25/03/2024 03:00 - 25/03/2024 04:00","Sweden (SE)","15181.00","15578.00"
"25/03/2024 04:00 - 25/03/2024 05:00","Sweden (SE)","15322.00","15843.00"
"25/03/2024 05:00 - 25/03/2024 06:00","Sweden (SE)","15825.00","16585.00"
"25/03/2024 06:00 - 25/03/2024 07:00","Sweden (SE)","17205.00","18044.00"
"25/03/2024 07:00 - 25/03/2024 08:00","Sweden (SE)","18494.00","19166.00"
"25/03/2024 08:00 - 25/03/2024 09:00","Sweden (SE)","18542.00","19181.00"
"25/03/2024 09:00 - 25/03/2024 10:00","Sweden (SE)","18405.00","19001.00"
"25/03/2024 10:00 - 25/03/2024 11:00","Sweden (SE)","18045.00","18877.00"
"25/03/2024 11:00 - 25/03/2024 12:00","Sweden (SE)","18027.00","18843.00"
"25/03/2024 12:00 - 25/03/2024 13:00","Sweden (SE)","17750.00","18689.00"
"25/03/2024 13:00 - 25/03/2024 14:00","Sweden (SE)","17853.00","18537.00"
"25/03/2024 14:00 - 25/03/2024 15:00","Sweden (SE)","17726.00","18465.00"
"25/03/2024 15:00 - 25/03/2024 16:00","Sweden (SE)","18007.00","18501.00"
"25/03/2024 16:00 - 25/03/2024 17:00","Sweden (SE)","18078.00","18618.00"
"25/03/2024 17:00 - 25/03/2024 18:00","Sweden (SE)","18764.00","19227.00"
"25/03/2024 18:00 - 25/03/2024 19:00","Sweden (SE)","19246.00","19526.00"
"25/03/2024 19:00 - 25/03/2024 20:00","Sweden (SE)","19444.00","19404.00"
"25/03/2024 20:00 - 25/03/2024 21:00","Sweden (SE)","18873.00","18936.00"
"25/03/2024 21:00 - 25/03/2024 22:00","Sweden (SE)","18310.00","18258.00"
"25/03/2024 22:00 - 25/03/2024 23:00","Sweden (SE)","17587.00","17532.00"
"25/03/2024 23:00 - 26/03/2024 00:00","Sweden (SE)","16749.00","16791.00"
"26/03/2024 00:00 - 26/03/2024 01:00","Sweden (SE)","16332.00","16310.00"
"26/03/2024 01:00 - 26/03/2024 02:00","Sweden (SE)","16078.00","16067.00"
"26/03/2024 02:00 - 26/03/2024 03:00","Sweden (SE)","15890.00","15992.00"
"26/03/2024 03:00 - 26/03/2024 04:00","Sweden (SE)","15877.00","15990.00"
"26/03/2024 04:00 - 26/03/2024 05:00","Sweden (SE)","16091.00","16171.00"
"26/03/2024 05:00 - 26/03/2024 06:00","Sweden (SE)","16645.00","16825.00"
"26/03/2024 06:00 - 26/03/2024 07:00","Sweden (SE)","17966.00","18192.00"
"26/03/2024 07:00 - 26/03/2024 08:00","Sweden (SE)","18863.00","19297.00"
"26/03/2024 08:00 - 26/03/2024 09:00","Sweden (SE)","19117.00","19358.00"
"26/03/2024 09:00 - 26/03/2024 10:00","Sweden (SE)","18709.00","19137.00"
"26/03/2024 10:00 - 26/03/2024 11:00","Sweden (SE)","18043.00","18996.00"
"26/03/2024 11:00 - 26/03/2024 12:00","Sweden (SE)","17899.00","18899.00"
"26/03/2024 12:00 - 26/03/2024 13:00","Sweden (SE)","17863.00","18802.00"
"26/03/2024 13:00 - 26/03/2024 14:00","Sweden (SE)","17866.00","18620.00"
"26/03/2024 14:00 - 26/03/2024 15:00","Sweden (SE)","17784.00","18528.00"
"26/03/2024 15:00 - 26/03/2024 16:00","Sweden (SE)","17787.00","18557.00"
"26/03/2024 16:00 - 26/03/2024 17:00","Sweden (SE)","17846.00","18672.00"
"26/03/2024 17:00 - 26/03/2024 18:00","Sweden (SE)","18625.00","19221.00"
"26/03/2024 18:00 - 26/03/2024 19:00","Sweden (SE)","18815.00","19517.00"
"26/03/2024 19:00 - 26/03/2024 20:00","Sweden (SE)","18394.00","19337.00"
"26/03/2024 20:00 - 26/03/2024 21:00","Sweden (SE)","17906.00","18816.00"
"26/03/2024 21:00 - 26/03/2024 22:00","Sweden (SE)","17482.00","18080.00"
"26/03/2024 22:00 - 26/03/2024 23:00","Sweden (SE)","16794.00","17271.00"
"26/03/2024 23:00 - 27/03/2024 00:00","Sweden (SE)","16050.00","16501.00"
"27/03/2024 00:00 - 27/03/2024 01:00","Sweden (SE)","15647.00","15950.00"
"27/03/2024 01:00 - 27/03/2024 02:00","Sweden (SE)","15481.00","15687.00"
"27/03/2024 02:00 - 27/03/2024 03:00","Sweden (SE)","15317.00","15562.00"
"27/03/2024 03:00 - 27/03/2024 04:00","Sweden (SE)","15334.00","15574.00"
"27/03/2024 04:00 - 27/03/2024 05:00","Sweden (SE)","15350.00","15713.00"
"27/03/2024 05:00 - 27/03/2024 06:00","Sweden (SE)","15737.00","16324.00"
"27/03/2024 06:00 - 27/03/2024 07:00","Sweden (SE)","17005.00","17681.00"
"27/03/2024 07:00 - 27/03/2024 08:00","Sweden (SE)","17944.00","18696.00"
"27/03/2024 08:00 - 27/03/2024 09:00","Sweden (SE)","17984.00","18616.00"
"27/03/2024 09:00 - 27/03/2024 10:00","Sweden (SE)","17484.00","18252.00"
"27/03/2024 10:00 - 27/03/2024 11:00","Sweden (SE)","16948.00","17960.00"
"27/03/2024 11:00 - 27/03/2024 12:00","Sweden (SE)","16366.00","17716.00"
"27/03/2024 12:00 - 27/03/2024 13:00","Sweden (SE)","16136.00","17422.00"
"27/03/2024 13:00 - 27/03/2024 14:00","Sweden (SE)","16163.00","17178.00"
"27/03/2024 14:00 - 27/03/2024 15:00","Sweden (SE)","16323.00","17074.00"
"27/03/2024 15:00 - 27/03/2024 16:00","Sweden (SE)","16185.00","17189.00"
"27/03/2024 16:00 - 27/03/2024 17:00","Sweden (SE)","16458.00","17414.00"
"27/03/2024 17:00 - 27/03/2024 18:00","Sweden (SE)","17166.00","18070.00"
"27/03/2024 18:00 - 27/03/2024 19:00","Sweden (SE)","17245.00","18523.00"
"27/03/2024 19:00 - 27/03/2024 20:00","Sweden (SE)","17412.00","18478.00"
"27/03/2024 20:00 - 27/03/2024 21:00","Sweden (SE)","17109.00","18009.00"
"27/03/2024 21:00 - 27/03/2024 22:00","Sweden (SE)","16487.00","17346.00"
"27/03/2024 22:00 - 27/03/2024 23:00","Sweden (SE)","15741.00","16560.00"
"27/03/2024 23:00 - 28/03/2024 00:00","Sweden (SE)","15235.00","15830.00"
"28/03/2024 00:00 - 28/03/2024 01:00","Sweden (SE)","14416.00","15256.00"
"28/03/2024 01:00 - 28/03/2024 02:00","Sweden (SE)","14155.00","14961.00"
"28/03/2024 02:00 - 28/03/2024 03:00","Sweden (SE)","13856.00","14886.00"
"28/03/2024 03:00 - 28/03/2024 04:00","Sweden (SE)","14098.00","14909.00"
"28/03/2024 04:00 - 28/03/2024 05:00","Sweden (SE)","14315.00","15057.00"
"28/03/2024 05:00 - 28/03/2024 06:00","Sweden (SE)","14928.00","15496.00"
"28/03/2024 06:00 - 28/03/2024 07:00","Sweden (SE)","16073.00","16389.00"
"28/03/2024 07:00 - 28/03/2024 08:00","Sweden (SE)","16764.00","17299.00"
"28/03/2024 08:00 - 28/03/2024 09:00","Sweden (SE)","16970.00","17309.00"
"28/03/2024 09:00 - 28/03/2024 10:00","Sweden (SE)","16810.00","17242.00"
"28/03/2024 10:00 - 28/03/2024 11:00","Sweden (SE)","16459.00","17057.00"
"28/03/2024 11:00 - 28/03/2024 12:00","Sweden (SE)","16249.00","16991.00"
"28/03/2024 12:00 - 28/03/2024 13:00","Sweden (SE)","16217.00","16832.00"
"28/03/2024 13:00 - 28/03/2024 14:00","Sweden (SE)","16438.00","16780.00"
"28/03/2024 14:00 - 28/03/2024 15:00","Sweden (SE)","16246.00","16607.00"
"28/03/2024 15:00 - 28/03/2024 16:00","Sweden (SE)","16014.00","16625.00"
"28/03/2024 16:00 - 28/03/2024 17:00","Sweden (SE)","16017.00","16772.00"
"28/03/2024 17:00 - 28/03/2024 18:00","Sweden (SE)","16354.00","17066.00"
"28/03/2024 18:00 - 28/03/2024 19:00","Sweden (SE)","16638.00","17107.00"
"28/03/2024 19:00 - 28/03/2024 20:00","Sweden (SE)","16445.00","17020.00"
"28/03/2024 20:00 - 28/03/2024 21:00","Sweden (SE)","15524.00","16758.00"
"28/03/2024 21:00 - 28/03/2024 22:00","Sweden (SE)","14931.00","16176.00"
"28/03/2024 22:00 - 28/03/2024 23:00","Sweden (SE)","14484.00","15498.00"
"28/03/2024 23:00 - 29/03/2024 00:00","Sweden (SE)","13871.00","14918.00"
"29/03/2024 00:00 - 29/03/2024 01:00","Sweden (SE)","13243.00","14364.00"
"29/03/2024 01:00 - 29/03/2024 02:00","Sweden (SE)","12979.00","14075.00"
"29/03/2024 02:00 - 29/03/2024 03:00","Sweden (SE)","13067.00","13953.00"
"29/03/2024 03:00 - 29/03/2024 04:00","Sweden (SE)","13229.00","13912.00"
"29/03/2024 04:00 - 29/03/2024 05:00","Sweden (SE)","13258.00","13984.00"
"29/03/2024 05:00 - 29/03/2024 06:00","Sweden (SE)","13186.00","14159.00"
"29/03/2024 06:00 - 29/03/2024 07:00","Sweden (SE)","13257.00","14439.00"
"29/03/2024 07:00 - 29/03/2024 08:00","Sweden (SE)","13523.00","14794.00"
"29/03/2024 08:00 - 29/03/2024 09:00","Sweden (SE)","14260.00","15074.00"
"29/03/2024 09:00 - 29/03/2024 10:00","Sweden (SE)","14300.00","15232.00"
"29/03/2024 10:00 - 29/03/2024 11:00","Sweden (SE)","14736.00","15334.00"
"29/03/2024 11:00 - 29/03/2024 12:00","Sweden (SE)","14775.00","15308.00"
"29/03/2024 12:00 - 29/03/2024 13:00","Sweden (SE)","14265.00","15227.00"
"29/03/2024 13:00 - 29/03/2024 14:00","Sweden (SE)","14272.00","15178.00"
"29/03/2024 14:00 - 29/03/2024 15:00","Sweden (SE)","14117.00","15087.00"
"29/03/2024 15:00 - 29/03/2024 16:00","Sweden (SE)","14261.00","15131.00"
"29/03/2024 16:00 - 29/03/2024 17:00","Sweden (SE)","14926.00","15307.00"
"29/03/2024 17:00 - 29/03/2024 18:00","Sweden (SE)","15357.00","15640.00"
"29/03/2024 18:00 - 29/03/2024 19:00","Sweden (SE)","15743.00","15920.00"
"29/03/2024 19:00 - 29/03/2024 20:00","Sweden (SE)","15879.00","15911.00"
"29/03/2024 20:00 - 29/03/2024 21:00","Sweden (SE)","15440.00","15773.00"
"29/03/2024 21:00 - 29/03/2024 22:00","Sweden (SE)","14644.00","15431.00"
"29/03/2024 22:00 - 29/03/2024 23:00","Sweden (SE)","14050.00","14997.00"
"29/03/2024 23:00 - 30/03/2024 00:00","Sweden (SE)","13745.00","14596.00"
"30/03/2024 00:00 - 30/03/2024 01:00","Sweden (SE)","13157.00","13941.00"
"30/03/2024 01:00 - 30/03/2024 02:00","Sweden (SE)","13236.00","13722.00"
"30/03/2024 02:00 - 30/03/2024 03:00","Sweden (SE)","13198.00","13664.00"
"30/03/2024 03:00 - 30/03/2024 04:00","Sweden (SE)","13168.00","13701.00"
"30/03/2024 04:00 - 30/03/2024 05:00","Sweden (SE)","13097.00","13737.00"
"30/03/2024 05:00 - 30/03/2024 06:00","Sweden (SE)","13242.00","13857.00"
"30/03/2024 06:00 - 30/03/2024 07:00","Sweden (SE)","13143.00","13902.00"
"30/03/2024 07:00 - 30/03/2024 08:00","Sweden (SE)","13307.00","14107.00"
"30/03/2024 08:00 - 30/03/2024 09:00","Sweden (SE)","13574.00","14277.00"
"30/03/2024 09:00 - 30/03/2024 10:00","Sweden (SE)","13376.00","14489.00"
"30/03/2024 10:00 - 30/03/2024 11:00","Sweden (SE)","13457.00","14559.00"
"30/03/2024 11:00 - 30/03/2024 12:00","Sweden (SE)","13266.00","14497.00"
"30/03/2024 12:00 - 30/03/2024 13:00","Sweden (SE)","13107.00","14438.00"
"30/03/2024 13:00 - 30/03/2024 14:00","Sweden (SE)","13223.00","14285.00"
"30/03/2024 14:00 - 30/03/2024 15:00","Sweden (SE)","13160.00","14175.00"
"30/03/2024 15:00 - 30/03/2024 16:00","Sweden (SE)","13244.00","14174.00"
"30/03/2024 16:00 - 30/03/2024 17:00","Sweden (SE)","13906.00","14431.00"
"30/03/2024 17:00 - 30/03/2024 18:00","Sweden (SE)","14701.00","14783.00"
"30/03/2024 18:00 - 30/03/2024 19:00","Sweden (SE)","14854.00","15046.00"
"30/03/2024 19:00 - 30/03/2024 20:00","Sweden (SE)","14600.00","15139.00"
"30/03/2024 20:00 - 30/03/2024 21:00","Sweden (SE)","13958.00","15082.00"
"30/03/2024 21:00 - 30/03/2024 22:00","Sweden (SE)","13776.00","14776.00"
"30/03/2024 22:00 - 30/03/2024 23:00","Sweden (SE)","13697.00","14393.00"
"30/03/2024 23:00 - 31/03/2024 00:00","Sweden (SE)","12978.00","14005.00"
"31/03/2024 00:00 - 31/03/2024 01:00 (CET)","Sweden (SE)","13070.00","13651.00"
"31/03/2024 01:00 (CET) - 31/03/2024 03:00 (CEST)","Sweden (SE)","12824.00","13458.00"
"31/03/2024 03:00 (CEST) - 31/03/2024 04:00","Sweden (SE)","12576.00","13350.00"
"31/03/2024 04:00 - 31/03/2024 05:00","Sweden (SE)","12548.00","13418.00"
"31/03/2024 05:00 - 31/03/2024 06:00","Sweden (SE)","12738.00","13531.00"
"31/03/2024 06:00 - 31/03/2024 07:00","Sweden (SE)","12372.00","13628.00"
"31/03/2024 07:00 - 31/03/2024 08:00","Sweden (SE)","12670.00","13936.00"
"31/03/2024 08:00 - 31/03/2024 09:00","Sweden (SE)","13272.00","14046.00"
"31/03/2024 09:00 - 31/03/2024 10:00","Sweden (SE)","13532.00","14220.00"
"31/03/2024 10:00 - 31/03/2024 11:00","Sweden (SE)","14185.00","14166.00"
"31/03/2024 11:00 - 31/03/2024 12:00","Sweden (SE)","14851.00","14035.00"
"31/03/2024 12:00 - 31/03/2024 13:00","Sweden (SE)","14581.00","13797.00"
"31/03/2024 13:00 - 31/03/2024 14:00","Sweden (SE)","14585.00","13533.00"
"31/03/2024 14:00 - 31/03/2024 15:00","Sweden (SE)","14540.00","13332.00"
"31/03/2024 15:00 - 31/03/2024 16:00","Sweden (SE)","14164.00","13329.00"
"31/03/2024 16:00 - 31/03/2024 17:00","Sweden (SE)","14014.00","13626.00"
"31/03/2024 17:00 - 31/03/2024 18:00","Sweden (SE)","14640.00","14114.00"
"31/03/2024 18:00 - 31/03/2024 19:00","Sweden (SE)","15055.00","14558.00"
"31/03/2024 19:00 - 31/03/2024 20:00","Sweden (SE)","15467.00","14760.00"
"31/03/2024 20:00 - 31/03/2024 21:00","Sweden (SE)","15558.00","14843.00"
"31/03/2024 21:00 - 31/03/2024 22:00","Sweden (SE)","15191.00","14631.00"
"31/03/2024 22:00 - 31/03/2024 23:00","Sweden (SE)","14549.00","14165.00"
"31/03/2024 23:00 - 01/04/2024 00:00","Sweden (SE)","13663.00","13767.00"
"01/04/2024 00:00 - 01/04/2024 01:00","Sweden (SE)","13106.00","13181.00"
"01/04/2024 01:00 - 01/04/2024 02:00","Sweden (SE)","12846.00","13008.00"
"01/04/2024 02:00 - 01/04/2024 03:00","Sweden (SE)","12975.00","12994.00"
"01/04/2024 03:00 - 01/04/2024 04:00","Sweden (SE)","12819.00","13040.00"
"01/04/2024 04:00 - 01/04/2024 05:00","Sweden (SE)","12864.00","13146.00"
"01/04/2024 05:00 - 01/04/2024 06:00","Sweden (SE)","13218.00","13320.00"
"01/04/2024 06:00 - 01/04/2024 07:00","Sweden (SE)","13690.00","13581.00"
"01/04/2024 07:00 - 01/04/2024 08:00","Sweden (SE)","13891.00","14005.00"
"01/04/2024 08:00 - 01/04/2024 09:00","Sweden (SE)","14265.00","14473.00"
"01/04/2024 09:00 - 01/04/2024 10:00","Sweden (SE)","14597.00","14783.00"
"01/04/2024 10:00 - 01/04/2024 11:00","Sweden (SE)","14529.00","14959.00"
"01/04/2024 11:00 - 01/04/2024 12:00","Sweden (SE)","14531.00","15029.00"
"01/04/2024 12:00 - 01/04/2024 13:00","Sweden (SE)","14477.00","14967.00"
"01/04/2024 13:00 - 01/04/2024 14:00","Sweden (SE)","14225.00","14793.00"
"01/04/2024 14:00 - 01/04/2024 15:00","Sweden (SE)","14010.00","14662.00"
"01/04/2024 15:00 - 01/04/2024 16:00","Sweden (SE)","13985.00","14662.00"
"01/04/2024 16:00 - 01/04/2024 17:00","Sweden (SE)","14240.00","14846.00"
"01/04/2024 17:00 - 01/04/2024 18:00","Sweden (SE)","14505.00","15110.00"
"01/04/2024 18:00 - 01/04/2024 19:00","Sweden (SE)","15007.00","15261.00"
"01/04/2024 19:00 - 01/04/2024 20:00","Sweden (SE)","15412.00","15342.00"
"01/04/2024 20:00 - 01/04/2024 21:00","Sweden (SE)","15219.00","15363.00"
"01/04/2024 21:00 - 01/04/2024 22:00","Sweden (SE)","14418.00","15076.00"
"01/04/2024 22:00 - 01/04/2024 23:00","Sweden (SE)","14087.00","14595.00"
"01/04/2024 23:00 - 02/04/2024 00:00","Sweden (SE)","14130.00","14209.00"
"02/04/2024 00:00 - 02/04/2024 01:00","Sweden (SE)","14195.00","14361.00"
"02/04/2024 01:00 - 02/04/2024 02:00","Sweden (SE)","14040.00","14267.00"
"02/04/2024 02:00 - 02/04/2024 03:00","Sweden (SE)","13915.00","14297.00"
"02/04/2024 03:00 - 02/04/2024 04:00","Sweden (SE)","13867.00","14386.00"
"02/04/2024 04:00 - 02/04/2024 05:00","Sweden (SE)","14057.00","14673.00"
"02/04/2024 05:00 - 02/04/2024 06:00","Sweden (SE)","15225.00","15411.00"
"02/04/2024 06:00 - 02/04/2024 07:00","Sweden (SE)","16925.00","16813.00"
"02/04/2024 07:00 - 02/04/2024 08:00","Sweden (SE)","18249.00","18035.00"
"02/04/2024 08:00 - 02/04/2024 09:00","Sweden (SE)","19100.00","18358.00"
"02/04/2024 09:00 - 02/04/2024 10:00","Sweden (SE)","19157.00","18455.00"
"02/04/2024 10:00 - 02/04/2024 11:00","Sweden (SE)","19289.00","18475.00"
"02/04/2024 11:00 - 02/04/2024 12:00","Sweden (SE)","19275.00","18585.00"
"02/04/2024 12:00 - 02/04/2024 13:00","Sweden (SE)","19438.00","18630.00"
"02/04/2024 13:00 - 02/04/2024 14:00","Sweden (SE)","19410.00","18559.00"
"02/04/2024 14:00 - 02/04/2024 15:00","Sweden (SE)","18910.00","18460.00"
"02/04/2024 15:00 - 02/04/2024 16:00","Sweden (SE)","19057.00","18505.00"
"02/04/2024 16:00 - 02/04/2024 17:00","Sweden (SE)","19185.00","18456.00"
"02/04/2024 17:00 - 02/04/2024 18:00","Sweden (SE)","19433.00","18718.00"
"02/04/2024 18:00 - 02/04/2024 19:00","Sweden (SE)","19780.00","18784.00"
"02/04/2024 19:00 - 02/04/2024 20:00","Sweden (SE)","19606.00","18833.00"
"02/04/2024 20:00 - 02/04/2024 21:00","Sweden (SE)","19103.00","18749.00"
"02/04/2024 21:00 - 02/04/2024 22:00","Sweden (SE)","18111.00","18312.00"
"02/04/2024 22:00 - 02/04/2024 23:00","Sweden (SE)","17445.00","17588.00"
"02/04/2024 23:00 - 03/04/2024 00:00","Sweden (SE)","17273.00","16901.00"
"03/04/2024 00:00 - 03/04/2024 01:00","Sweden (SE)","16769.00","16635.00"
"03/04/2024 01:00 - 03/04/2024 02:00","Sweden (SE)","16708.00","16388.00"
"03/04/2024 02:00 - 03/04/2024 03:00","Sweden (SE)","16869.00","16326.00"
"03/04/2024 03:00 - 03/04/2024 04:00","Sweden (SE)","16882.00","16364.00"
"03/04/2024 04:00 - 03/04/2024 05:00","Sweden (SE)","17031.00","16581.00"
"03/04/2024 05:00 - 03/04/2024 06:00","Sweden (SE)","17404.00","17208.00"
"03/04/2024 06:00 - 03/04/2024 07:00","Sweden (SE)","18552.00","18457.00"
"03/04/2024 07:00 - 03/04/2024 08:00","Sweden (SE)","19866.00","19556.00"
"03/04/2024 08:00 - 03/04/2024 09:00","Sweden (SE)","20371.00","19824.00"
"03/04/2024 09:00 - 03/04/2024 10:00","Sweden (SE)","19950.00","19660.00"
"03/04/2024 10:00 - 03/04/2024 11:00","Sweden (SE)","19390.00","19435.00"
"03/04/2024 11:00 - 03/04/2024 12:00","Sweden (SE)","19430.00","19222.00"
"03/04/2024 12:00 - 03/04/2024 13:00","Sweden (SE)","19803.00","18995.00"
"03/04/2024 13:00 - 03/04/2024 14:00","Sweden (SE)","19659.00","18693.00"
"03/04/2024 14:00 - 03/04/2024 15:00","Sweden (SE)","18972.00","18411.00"
"03/04/2024 15:00 - 03/04/2024 16:00","Sweden (SE)","18764.00","18308.00"
"03/04/2024 16:00 - 03/04/2024 17:00","Sweden (SE)","18781.00","18249.00"
"03/04/2024 17:00 - 03/04/2024 18:00","Sweden (SE)","18800.00","18535.00"
"03/04/2024 18:00 - 03/04/2024 19:00","Sweden (SE)","19044.00","18737.00"
"03/04/2024 19:00 - 03/04/2024 20:00","Sweden (SE)","19392.00","18928.00"
"03/04/2024 20:00 - 03/04/2024 21:00","Sweden (SE)","19294.00","18976.00"
"03/04/2024 21:00 - 03/04/2024 22:00","Sweden (SE)","18550.00","18605.00"
"03/04/2024 22:00 - 03/04/2024 23:00","Sweden (SE)","17968.00","17945.00"
"03/04/2024 23:00 - 04/04/2024 00:00","Sweden (SE)","17206.00","17298.00"
"04/04/2024 00:00 - 04/04/2024 01:00","Sweden (SE)","16755.00","17112.00"
"04/04/2024 01:00 - 04/04/2024 02:00","Sweden (SE)","16711.00","16928.00"
"04/04/2024 02:00 - 04/04/2024 03:00","Sweden (SE)","16822.00","16842.00"
"04/04/2024 03:00 - 04/04/2024 04:00","Sweden (SE)","16584.00","16886.00"
"04/04/2024 04:00 - 04/04/2024 05:00","Sweden (SE)","16699.00","17087.00"
"04/04/2024 05:00 - 04/04/2024 06:00","Sweden (SE)","17350.00","17609.00"
"04/04/2024 06:00 - 04/04/2024 07:00","Sweden (SE)","18400.00","18924.00"
"04/04/2024 07:00 - 04/04/2024 08:00","Sweden (SE)","19647.00","19930.00"
"04/04/2024 08:00 - 04/04/2024 09:00","Sweden (SE)","19850.00","20148.00"
"04/04/2024 09:00 - 04/04/2024 10:00","Sweden (SE)","19322.00","19978.00"
"04/04/2024 10:00 - 04/04/2024 11:00","Sweden (SE)","18998.00","19825.00"
"04/04/2024 11:00 - 04/04/2024 12:00","Sweden (SE)","18811.00","19686.00"
"04/04/2024 12:00 - 04/04/2024 13:00","Sweden (SE)","18562.00","19644.00"
"04/04/2024 13:00 - 04/04/2024 14:00","Sweden (SE)","18148.00","19531.00"
"04/04/2024 14:00 - 04/04/2024 15:00","Sweden (SE)","18065.00","19429.00"
"04/04/2024 15:00 - 04/04/2024 16:00","Sweden (SE)","18014.00","19389.00"
"04/04/2024 16:00 - 04/04/2024 17:00","Sweden (SE)","18226.00","19289.00"
"04/04/2024 17:00 - 04/04/2024 18:00","Sweden (SE)","18323.00","19497.00"
"04/04/2024 18:00 - 04/04/2024 19:00","Sweden (SE)","18314.00","19492.00"
"04/04/2024 19:00 - 04/04/2024 20:00","Sweden (SE)","18618.00","19480.00"
"04/04/2024 20:00 - 04/04/2024 21:00","Sweden (SE)","18502.00","19370.00"
"04/04/2024 21:00 - 04/04/2024 22:00","Sweden (SE)","17915.00","18879.00"
"04/04/2024 22:00 - 04/04/2024 23:00","Sweden (SE)","17308.00","18096.00"
"04/04/2024 23:00 - 05/04/2024 00:00","Sweden (SE)","16568.00","17265.00"
"05/04/2024 00:00 - 05/04/2024 01:00","Sweden (SE)","15752.00","16727.00"
"05/04/2024 01:00 - 05/04/2024 02:00","Sweden (SE)","15292.00","16381.00"
"05/04/2024 02:00 - 05/04/2024 03:00","Sweden (SE)","15061.00","16202.00"
"05/04/2024 03:00 - 05/04/2024 04:00","Sweden (SE)","14902.00","16120.00"
"05/04/2024 04:00 - 05/04/2024 05:00","Sweden (SE)","14951.00","16250.00"
"05/04/2024 05:00 - 05/04/2024 06:00","Sweden (SE)","15286.00","16744.00"
"05/04/2024 06:00 - 05/04/2024 07:00","Sweden (SE)","16201.00","17937.00"
"05/04/2024 07:00 - 05/04/2024 08:00","Sweden (SE)","17524.00","19065.00"
"05/04/2024 08:00 - 05/04/2024 09:00","Sweden (SE)","18126.00","19265.00"
"05/04/2024 09:00 - 05/04/2024 10:00","Sweden (SE)","18001.00","19092.00"
"05/04/2024 10:00 - 05/04/2024 11:00","Sweden (SE)","17615.00","18992.00"
"05/04/2024 11:00 - 05/04/2024 12:00","Sweden (SE)","17475.00","18867.00"
