"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"05/07/2024 06:00 - 05/07/2024 07:00","Sweden (SE)","12125.00","12002.00"
"05/07/2024 07:00 - 05/07/2024 08:00","Sweden (SE)","12934.00","13074.00"
"05/07/2024 08:00 - 05/07/2024 09:00","Sweden (SE)","13206.00","13514.00"
"05/07/2024 09:00 - 05/07/2024 10:00","Sweden (SE)","12983.00","13641.00"
"05/07/2024 10:00 - 05/07/2024 11:00","Sweden (SE)","13250.00","13762.00"
"05/07/2024 11:00 - 05/07/2024 12:00","Sweden (SE)","13186.00","13898.00"
"05/07/2024 12:00 - 05/07/2024 13:00","Sweden (SE)","12822.00","13810.00"
"05/07/2024 13:00 - 05/07/2024 14:00","Sweden (SE)","13068.00","13700.00"
"05/07/2024 14:00 - 05/07/2024 15:00","Sweden (SE)","12911.00","13548.00"
"05/07/2024 15:00 - 05/07/2024 16:00","Sweden (SE)","12786.00","13376.00"
"05/07/2024 16:00 - 05/07/2024 17:00","Sweden (SE)","12441.00","13192.00"
"05/07/2024 17:00 - 05/07/2024 18:00","Sweden (SE)","12701.00","13214.00"
"05/07/2024 18:00 - 05/07/2024 19:00","Sweden (SE)","12303.00","12962.00"
"05/07/2024 19:00 - 05/07/2024 20:00","Sweden (SE)","12493.00","12701.00"
"05/07/2024 20:00 - 05/07/2024 21:00","Sweden (SE)","12332.00","12405.00"
"05/07/2024 21:00 - 05/07/2024 22:00","Sweden (SE)","11945.00","12088.00"
"05/07/2024 22:00 - 05/07/2024 23:00","Sweden (SE)","11194.00","11822.00"
"05/07/2024 23:00 - 06/07/2024 00:00","Sweden (SE)","10582.00","11470.00"
"06/07/2024 00:00 - 06/07/2024 01:00","Sweden (SE)","9929.00","10687.00"
"06/07/2024 01:00 - 06/07/2024 02:00","Sweden (SE)","10155.00","10404.00"
"06/07/2024 02:00 - 06/07/2024 03:00","Sweden (SE)","10200.00","10244.00"
"06/07/2024 03:00 - 06/07/2024 04:00","Sweden (SE)","10204.00","10151.00"
"06/07/2024 04:00 - 06/07/2024 05:00","Sweden (SE)","10104.00","9950.00"
"06/07/2024 05:00 - 06/07/2024 06:00","Sweden (SE)","10101.00","9900.00"
"06/07/2024 06:00 - 06/07/2024 07:00","Sweden (SE)","10434.00","10114.00"
"06/07/2024 07:00 - 06/07/2024 08:00","Sweden (SE)","10813.00","10444.00"
"06/07/2024 08:00 - 06/07/2024 09:00","Sweden (SE)","11068.00","10898.00"
"06/07/2024 09:00 - 06/07/2024 10:00","Sweden (SE)","11398.00","11439.00"
"06/07/2024 10:00 - 06/07/2024 11:00","Sweden (SE)","11638.00","11742.00"
"06/07/2024 11:00 - 06/07/2024 12:00","Sweden (SE)","12164.00","11915.00"
"06/07/2024 12:00 - 06/07/2024 13:00","Sweden (SE)","12019.00","11962.00"
"06/07/2024 13:00 - 06/07/2024 14:00","Sweden (SE)","11703.00","11974.00"
"06/07/2024 14:00 - 06/07/2024 15:00","Sweden (SE)","11558.00","11920.00"
"06/07/2024 15:00 - 06/07/2024 16:00","Sweden (SE)","11522.00","11879.00"
"06/07/2024 16:00 - 06/07/2024 17:00","Sweden (SE)","11719.00","11947.00"
"06/07/2024 17:00 - 06/07/2024 18:00","Sweden (SE)","11998.00","12039.00"
"06/07/2024 18:00 - 06/07/2024 19:00","Sweden (SE)","12125.00","11994.00"
"06/07/2024 19:00 - 06/07/2024 20:00","Sweden (SE)","11596.00","11859.00"
"06/07/2024 20:00 - 06/07/2024 21:00","Sweden (SE)","11518.00","11682.00"
"06/07/2024 21:00 - 06/07/2024 22:00","Sweden (SE)","11496.00","11398.00"
"06/07/2024 22:00 - 06/07/2024 23:00","Sweden (SE)","11054.00","11288.00"
"06/07/2024 23:00 - 07/07/2024 00:00","Sweden (SE)","10927.00","10969.00"
"07/07/2024 00:00 - 07/07/2024 01:00","Sweden (SE)","10643.00","10398.00"
"07/07/2024 01:00 - 07/07/2024 02:00","Sweden (SE)","10323.00","10131.00"
"07/07/2024 02:00 - 07/07/2024 03:00","Sweden (SE)","9972.00","10021.00"
"07/07/2024 03:00 - 07/07/2024 04:00","Sweden (SE)","9953.00","9903.00"
"07/07/2024 04:00 - 07/07/2024 05:00","Sweden (SE)","9589.00","9674.00"
"07/07/2024 05:00 - 07/07/2024 06:00","Sweden (SE)","9569.00","9591.00"
"07/07/2024 06:00 - 07/07/2024 07:00","Sweden (SE)","9817.00","9748.00"
"07/07/2024 07:00 - 07/07/2024 08:00","Sweden (SE)","9840.00","10110.00"
"07/07/2024 08:00 - 07/07/2024 09:00","Sweden (SE)","10480.00","10601.00"
"07/07/2024 09:00 - 07/07/2024 10:00","Sweden (SE)","10870.00","11111.00"
"07/07/2024 10:00 - 07/07/2024 11:00","Sweden (SE)","11308.00","11478.00"
"07/07/2024 11:00 - 07/07/2024 12:00","Sweden (SE)","11601.00","11743.00"
"07/07/2024 12:00 - 07/07/2024 13:00","Sweden (SE)","11922.00","11871.00"
"07/07/2024 13:00 - 07/07/2024 14:00","Sweden (SE)","11595.00","11895.00"
"07/07/2024 14:00 - 07/07/2024 15:00","Sweden (SE)","11465.00","11870.00"
"07/07/2024 15:00 - 07/07/2024 16:00","Sweden (SE)","11691.00","11876.00"
"07/07/2024 16:00 - 07/07/2024 17:00","Sweden (SE)","11684.00","11929.00"
"07/07/2024 17:00 - 07/07/2024 18:00","Sweden (SE)","11940.00","12101.00"
"07/07/2024 18:00 - 07/07/2024 19:00","Sweden (SE)","11558.00","12111.00"
"07/07/2024 19:00 - 07/07/2024 20:00","Sweden (SE)","11664.00","12059.00"
"07/07/2024 20:00 - 07/07/2024 21:00","Sweden (SE)","11872.00","11955.00"
"07/07/2024 21:00 - 07/07/2024 22:00","Sweden (SE)","11858.00","11745.00"
"07/07/2024 22:00 - 07/07/2024 23:00","Sweden (SE)","11654.00","11659.00"
"07/07/2024 23:00 - 08/07/2024 00:00","Sweden (SE)","11121.00","11242.00"
"08/07/2024 00:00 - 08/07/2024 01:00","Sweden (SE)","10583.00","10812.00"
"08/07/2024 01:00 - 08/07/2024 02:00","Sweden (SE)","10158.00","10532.00"
"08/07/2024 02:00 - 08/07/2024 03:00","Sweden (SE)","10142.00","10424.00"
"08/07/2024 03:00 - 08/07/2024 04:00","Sweden (SE)","10236.00","10319.00"
"08/07/2024 04:00 - 08/07/2024 05:00","Sweden (SE)","10350.00","10212.00"
"08/07/2024 05:00 - 08/07/2024 06:00","Sweden (SE)","10438.00","10560.00"
"08/07/2024 06:00 - 08/07/2024 07:00","Sweden (SE)","11521.00","11490.00"
"08/07/2024 07:00 - 08/07/2024 08:00","Sweden (SE)","12422.00","12439.00"
"08/07/2024 08:00 - 08/07/2024 09:00","Sweden (SE)","12954.00","13019.00"
"08/07/2024 09:00 - 08/07/2024 10:00","Sweden (SE)","13166.00","13250.00"
"08/07/2024 10:00 - 08/07/2024 11:00","Sweden (SE)","13267.00","13417.00"
"08/07/2024 11:00 - 08/07/2024 12:00","Sweden (SE)","13593.00","13513.00"
"08/07/2024 12:00 - 08/07/2024 13:00","Sweden (SE)","12794.00","13512.00"
"08/07/2024 13:00 - 08/07/2024 14:00","Sweden (SE)","12563.00","13490.00"
"08/07/2024 14:00 - 08/07/2024 15:00","Sweden (SE)","12433.00","13453.00"
"08/07/2024 15:00 - 08/07/2024 16:00","Sweden (SE)","12806.00","13344.00"
"08/07/2024 16:00 - 08/07/2024 17:00","Sweden (SE)","12878.00","13265.00"
"08/07/2024 17:00 - 08/07/2024 18:00","Sweden (SE)","12623.00","13293.00"
"08/07/2024 18:00 - 08/07/2024 19:00","Sweden (SE)","12330.00","13111.00"
"08/07/2024 19:00 - 08/07/2024 20:00","Sweden (SE)","12102.00","12928.00"
"08/07/2024 20:00 - 08/07/2024 21:00","Sweden (SE)","11843.00","12696.00"
"08/07/2024 21:00 - 08/07/2024 22:00","Sweden (SE)","11707.00","12350.00"
"08/07/2024 22:00 - 08/07/2024 23:00","Sweden (SE)","11689.00","12100.00"
"08/07/2024 23:00 - 09/07/2024 00:00","Sweden (SE)","11435.00","11532.00"
"09/07/2024 00:00 - 09/07/2024 01:00","Sweden (SE)","10984.00","11103.00"
"09/07/2024 01:00 - 09/07/2024 02:00","Sweden (SE)","10579.00","10787.00"
"09/07/2024 02:00 - 09/07/2024 03:00","Sweden (SE)","10324.00","10623.00"
"09/07/2024 03:00 - 09/07/2024 04:00","Sweden (SE)","10055.00","10487.00"
"09/07/2024 04:00 - 09/07/2024 05:00","Sweden (SE)","9868.00","10354.00"
"09/07/2024 05:00 - 09/07/2024 06:00","Sweden (SE)","9962.00","10630.00"
"09/07/2024 06:00 - 09/07/2024 07:00","Sweden (SE)","11015.00","11505.00"
"09/07/2024 07:00 - 09/07/2024 08:00","Sweden (SE)","11910.00","12459.00"
"09/07/2024 08:00 - 09/07/2024 09:00","Sweden (SE)","12274.00","12964.00"
"09/07/2024 09:00 - 09/07/2024 10:00","Sweden (SE)","12262.00","13140.00"
"09/07/2024 10:00 - 09/07/2024 11:00","Sweden (SE)","12146.00","13264.00"
"09/07/2024 11:00 - 09/07/2024 12:00","Sweden (SE)","12065.00","13300.00"
"09/07/2024 12:00 - 09/07/2024 13:00","Sweden (SE)","12009.00","13308.00"
"09/07/2024 13:00 - 09/07/2024 14:00","Sweden (SE)","11973.00","13285.00"
"09/07/2024 14:00 - 09/07/2024 15:00","Sweden (SE)","12192.00","13213.00"
"09/07/2024 15:00 - 09/07/2024 16:00","Sweden (SE)","12180.00","13138.00"
"09/07/2024 16:00 - 09/07/2024 17:00","Sweden (SE)","12702.00","13042.00"
"09/07/2024 17:00 - 09/07/2024 18:00","Sweden (SE)","12463.00","13121.00"
"09/07/2024 18:00 - 09/07/2024 19:00","Sweden (SE)","12514.00","12960.00"
"09/07/2024 19:00 - 09/07/2024 20:00","Sweden (SE)","12532.00","12810.00"
"09/07/2024 20:00 - 09/07/2024 21:00","Sweden (SE)","12565.00","12592.00"
"09/07/2024 21:00 - 09/07/2024 22:00","Sweden (SE)","12134.00","12268.00"
"09/07/2024 22:00 - 09/07/2024 23:00","Sweden (SE)","11657.00","12034.00"
"09/07/2024 23:00 - 10/07/2024 00:00","Sweden (SE)","11268.00","11518.00"
"10/07/2024 00:00 - 10/07/2024 01:00","Sweden (SE)","10816.00","10995.00"
"10/07/2024 01:00 - 10/07/2024 02:00","Sweden (SE)","10309.00","10708.00"
"10/07/2024 02:00 - 10/07/2024 03:00","Sweden (SE)","9929.00","10555.00"
"10/07/2024 03:00 - 10/07/2024 04:00","Sweden (SE)","9783.00","10444.00"
"10/07/2024 04:00 - 10/07/2024 05:00","Sweden (SE)","9624.00","10320.00"
"10/07/2024 05:00 - 10/07/2024 06:00","Sweden (SE)","9643.00","10587.00"
"10/07/2024 06:00 - 10/07/2024 07:00","Sweden (SE)","10298.00","11448.00"
"10/07/2024 07:00 - 10/07/2024 08:00","Sweden (SE)","11087.00","12444.00"
"10/07/2024 08:00 - 10/07/2024 09:00","Sweden (SE)","11646.00","13003.00"
"10/07/2024 09:00 - 10/07/2024 10:00","Sweden (SE)","12140.00","13208.00"
"10/07/2024 10:00 - 10/07/2024 11:00","Sweden (SE)","12190.00","13335.00"
"10/07/2024 11:00 - 10/07/2024 12:00","Sweden (SE)","12089.00","13386.00"
"10/07/2024 12:00 - 10/07/2024 13:00","Sweden (SE)","12173.00","13360.00"
"10/07/2024 13:00 - 10/07/2024 14:00","Sweden (SE)","12452.00","13367.00"
"10/07/2024 14:00 - 10/07/2024 15:00","Sweden (SE)","12521.00","13301.00"
"10/07/2024 15:00 - 10/07/2024 16:00","Sweden (SE)","12819.00","13253.00"
"10/07/2024 16:00 - 10/07/2024 17:00","Sweden (SE)","13062.00","13171.00"
"10/07/2024 17:00 - 10/07/2024 18:00","Sweden (SE)","13025.00","13239.00"
"10/07/2024 18:00 - 10/07/2024 19:00","Sweden (SE)","12304.00","13061.00"
"10/07/2024 19:00 - 10/07/2024 20:00","Sweden (SE)","11687.00","12899.00"
"10/07/2024 20:00 - 10/07/2024 21:00","Sweden (SE)","11295.00","12662.00"
"10/07/2024 21:00 - 10/07/2024 22:00","Sweden (SE)","11019.00","12322.00"
"10/07/2024 22:00 - 10/07/2024 23:00","Sweden (SE)","10942.00","12054.00"
"10/07/2024 23:00 - 11/07/2024 00:00","Sweden (SE)","10507.00","11517.00"
"11/07/2024 00:00 - 11/07/2024 01:00","Sweden (SE)","9868.00","10980.00"
"11/07/2024 01:00 - 11/07/2024 02:00","Sweden (SE)","9487.00","10691.00"
"11/07/2024 02:00 - 11/07/2024 03:00","Sweden (SE)","9575.00","10528.00"
"11/07/2024 03:00 - 11/07/2024 04:00","Sweden (SE)","9419.00","10357.00"
"11/07/2024 04:00 - 11/07/2024 05:00","Sweden (SE)","9112.00","10275.00"
"11/07/2024 05:00 - 11/07/2024 06:00","Sweden (SE)","9548.00","10542.00"
"11/07/2024 06:00 - 11/07/2024 07:00","Sweden (SE)","10497.00","11431.00"
"11/07/2024 07:00 - 11/07/2024 08:00","Sweden (SE)","11536.00","12432.00"
"11/07/2024 08:00 - 11/07/2024 09:00","Sweden (SE)","12022.00","13031.00"
"11/07/2024 09:00 - 11/07/2024 10:00","Sweden (SE)","12390.00","13275.00"
"11/07/2024 10:00 - 11/07/2024 11:00","Sweden (SE)","12898.00","13438.00"
"11/07/2024 11:00 - 11/07/2024 12:00","Sweden (SE)","12824.00","13507.00"
"11/07/2024 12:00 - 11/07/2024 13:00","Sweden (SE)","12899.00","13469.00"
"11/07/2024 13:00 - 11/07/2024 14:00","Sweden (SE)","13022.00","13436.00"
"11/07/2024 14:00 - 11/07/2024 15:00","Sweden (SE)","12777.00","13337.00"
"11/07/2024 15:00 - 11/07/2024 16:00","Sweden (SE)","12434.00","13222.00"
"11/07/2024 16:00 - 11/07/2024 17:00","Sweden (SE)","12114.00","13070.00"
"11/07/2024 17:00 - 11/07/2024 18:00","Sweden (SE)","12288.00","13106.00"
"11/07/2024 18:00 - 11/07/2024 19:00","Sweden (SE)","12518.00","12980.00"
"11/07/2024 19:00 - 11/07/2024 20:00","Sweden (SE)","12341.00","12844.00"
"11/07/2024 20:00 - 11/07/2024 21:00","Sweden (SE)","12204.00","12627.00"
"11/07/2024 21:00 - 11/07/2024 22:00","Sweden (SE)","11958.00","12300.00"
"11/07/2024 22:00 - 11/07/2024 23:00","Sweden (SE)","11462.00","12011.00"
"11/07/2024 23:00 - 12/07/2024 00:00","Sweden (SE)","10854.00","11456.00"
"12/07/2024 00:00 - 12/07/2024 01:00","Sweden (SE)","10179.00","10917.00"
"12/07/2024 01:00 - 12/07/2024 02:00","Sweden (SE)","9717.00","10559.00"
"12/07/2024 02:00 - 12/07/2024 03:00","Sweden (SE)","9572.00","10433.00"
"12/07/2024 03:00 - 12/07/2024 04:00","Sweden (SE)","9267.00","10322.00"
"12/07/2024 04:00 - 12/07/2024 05:00","Sweden (SE)","9138.00","10190.00"
"12/07/2024 05:00 - 12/07/2024 06:00","Sweden (SE)","9452.00","10363.00"
"12/07/2024 06:00 - 12/07/2024 07:00","Sweden (SE)","10259.00","11165.00"
"12/07/2024 07:00 - 12/07/2024 08:00","Sweden (SE)","11586.00","12173.00"
"12/07/2024 08:00 - 12/07/2024 09:00","Sweden (SE)","12160.00","12685.00"
"12/07/2024 09:00 - 12/07/2024 10:00","Sweden (SE)","12419.00","12899.00"
"12/07/2024 10:00 - 12/07/2024 11:00","Sweden (SE)","12408.00","13025.00"
"12/07/2024 11:00 - 12/07/2024 12:00","Sweden (SE)","12401.00","13069.00"
"12/07/2024 12:00 - 12/07/2024 13:00","Sweden (SE)","12443.00","13005.00"
"12/07/2024 13:00 - 12/07/2024 14:00","Sweden (SE)","12092.00","12897.00"
"12/07/2024 14:00 - 12/07/2024 15:00","Sweden (SE)","11882.00","12749.00"
"12/07/2024 15:00 - 12/07/2024 16:00","Sweden (SE)","11690.00","12600.00"
"12/07/2024 16:00 - 12/07/2024 17:00","Sweden (SE)","11985.00","12512.00"
"12/07/2024 17:00 - 12/07/2024 18:00","Sweden (SE)","12179.00","12561.00"
"12/07/2024 18:00 - 12/07/2024 19:00","Sweden (SE)","12176.00","12343.00"
"12/07/2024 19:00 - 12/07/2024 20:00","Sweden (SE)","12086.00","12153.00"
"12/07/2024 20:00 - 12/07/2024 21:00","Sweden (SE)","11909.00","11891.00"
"12/07/2024 21:00 - 12/07/2024 22:00","Sweden (SE)","11677.00","11632.00"
"12/07/2024 22:00 - 12/07/2024 23:00","Sweden (SE)","11233.00","11434.00"
"12/07/2024 23:00 - 13/07/2024 00:00","Sweden (SE)","10851.00","11051.00"
"13/07/2024 00:00 - 13/07/2024 01:00","Sweden (SE)","10405.00","10351.00"
"13/07/2024 01:00 - 13/07/2024 02:00","Sweden (SE)","10244.00","10069.00"
"13/07/2024 02:00 - 13/07/2024 03:00","Sweden (SE)","9967.00","9890.00"
"13/07/2024 03:00 - 13/07/2024 04:00","Sweden (SE)","9448.00","9751.00"
"13/07/2024 04:00 - 13/07/2024 05:00","Sweden (SE)","9031.00","9598.00"
"13/07/2024 05:00 - 13/07/2024 06:00","Sweden (SE)","8847.00","9562.00"
"13/07/2024 06:00 - 13/07/2024 07:00","Sweden (SE)","9167.00","9733.00"
"13/07/2024 07:00 - 13/07/2024 08:00","Sweden (SE)","9821.00","10081.00"
"13/07/2024 08:00 - 13/07/2024 09:00","Sweden (SE)","10495.00","10597.00"
"13/07/2024 09:00 - 13/07/2024 10:00","Sweden (SE)","10877.00","11027.00"
"13/07/2024 10:00 - 13/07/2024 11:00","Sweden (SE)","11256.00","11347.00"
"13/07/2024 11:00 - 13/07/2024 12:00","Sweden (SE)","11593.00","11523.00"
"13/07/2024 12:00 - 13/07/2024 13:00","Sweden (SE)","11694.00","11602.00"
"13/07/2024 13:00 - 13/07/2024 14:00","Sweden (SE)","11589.00","11489.00"
"13/07/2024 14:00 - 13/07/2024 15:00","Sweden (SE)","11646.00","11433.00"
"13/07/2024 15:00 - 13/07/2024 16:00","Sweden (SE)","11651.00","11428.00"
"13/07/2024 16:00 - 13/07/2024 17:00","Sweden (SE)","11823.00","11429.00"
"13/07/2024 17:00 - 13/07/2024 18:00","Sweden (SE)","11958.00","11538.00"
"13/07/2024 18:00 - 13/07/2024 19:00","Sweden (SE)","11938.00","11598.00"
"13/07/2024 19:00 - 13/07/2024 20:00","Sweden (SE)","11957.00","11465.00"
"13/07/2024 20:00 - 13/07/2024 21:00","Sweden (SE)","12005.00","11327.00"
"13/07/2024 21:00 - 13/07/2024 22:00","Sweden (SE)","11793.00","11131.00"
"13/07/2024 22:00 - 13/07/2024 23:00","Sweden (SE)","11345.00","10942.00"
"13/07/2024 23:00 - 14/07/2024 00:00","Sweden (SE)","10716.00","10574.00"
"14/07/2024 00:00 - 14/07/2024 01:00","Sweden (SE)","9724.00","10116.00"
"14/07/2024 01:00 - 14/07/2024 02:00","Sweden (SE)","9176.00","9877.00"
"14/07/2024 02:00 - 14/07/2024 03:00","Sweden (SE)","9138.00","9748.00"
"14/07/2024 03:00 - 14/07/2024 04:00","Sweden (SE)","8844.00","9597.00"
"14/07/2024 04:00 - 14/07/2024 05:00","Sweden (SE)","8677.00","9442.00"
"14/07/2024 05:00 - 14/07/2024 06:00","Sweden (SE)","8865.00","9349.00"
"14/07/2024 06:00 - 14/07/2024 07:00","Sweden (SE)","9135.00","9473.00"
"14/07/2024 07:00 - 14/07/2024 08:00","Sweden (SE)","9318.00","9825.00"
"14/07/2024 08:00 - 14/07/2024 09:00","Sweden (SE)","9580.00","10367.00"
"14/07/2024 09:00 - 14/07/2024 10:00","Sweden (SE)","10001.00","10852.00"
"14/07/2024 10:00 - 14/07/2024 11:00","Sweden (SE)","10570.00","11223.00"
"14/07/2024 11:00 - 14/07/2024 12:00","Sweden (SE)","11007.00","11481.00"
"14/07/2024 12:00 - 14/07/2024 13:00","Sweden (SE)","11070.00","11587.00"
"14/07/2024 13:00 - 14/07/2024 14:00","Sweden (SE)","11049.00","11521.00"
"14/07/2024 14:00 - 14/07/2024 15:00","Sweden (SE)","11060.00","11476.00"
"14/07/2024 15:00 - 14/07/2024 16:00","Sweden (SE)","11079.00","11483.00"
"14/07/2024 16:00 - 14/07/2024 17:00","Sweden (SE)","11270.00","11493.00"
"14/07/2024 17:00 - 14/07/2024 18:00","Sweden (SE)","11181.00","11618.00"
"14/07/2024 18:00 - 14/07/2024 19:00","Sweden (SE)","11100.00","11733.00"
"14/07/2024 19:00 - 14/07/2024 20:00","Sweden (SE)","11735.00","11688.00"
"14/07/2024 20:00 - 14/07/2024 21:00","Sweden (SE)","11505.00","11588.00"
"14/07/2024 21:00 - 14/07/2024 22:00","Sweden (SE)","11248.00","11415.00"
"14/07/2024 22:00 - 14/07/2024 23:00","Sweden (SE)","10855.00","11223.00"
"14/07/2024 23:00 - 15/07/2024 00:00","Sweden (SE)","10236.00","10742.00"
"15/07/2024 00:00 - 15/07/2024 01:00","Sweden (SE)","10128.00","10349.00"
"15/07/2024 01:00 - 15/07/2024 02:00","Sweden (SE)","10032.00","10065.00"
"15/07/2024 02:00 - 15/07/2024 03:00","Sweden (SE)","9823.00","9954.00"
"15/07/2024 03:00 - 15/07/2024 04:00","Sweden (SE)","9657.00","9856.00"
"15/07/2024 04:00 - 15/07/2024 05:00","Sweden (SE)","9544.00","9758.00"
"15/07/2024 05:00 - 15/07/2024 06:00","Sweden (SE)","9500.00","9930.00"
"15/07/2024 06:00 - 15/07/2024 07:00","Sweden (SE)","10092.00","10634.00"
"15/07/2024 07:00 - 15/07/2024 08:00","Sweden (SE)","11035.00","11538.00"
"15/07/2024 08:00 - 15/07/2024 09:00","Sweden (SE)","11833.00","12176.00"
"15/07/2024 09:00 - 15/07/2024 10:00","Sweden (SE)","12265.00","12502.00"
"15/07/2024 10:00 - 15/07/2024 11:00","Sweden (SE)","12301.00","12744.00"
"15/07/2024 11:00 - 15/07/2024 12:00","Sweden (SE)","12193.00","12846.00"
"15/07/2024 12:00 - 15/07/2024 13:00","Sweden (SE)","11870.00","12887.00"
"15/07/2024 13:00 - 15/07/2024 14:00","Sweden (SE)","11984.00","12897.00"
"15/07/2024 14:00 - 15/07/2024 15:00","Sweden (SE)","11921.00","12770.00"
"15/07/2024 15:00 - 15/07/2024 16:00","Sweden (SE)","11948.00","12737.00"
"15/07/2024 16:00 - 15/07/2024 17:00","Sweden (SE)","11742.00","12687.00"
"15/07/2024 17:00 - 15/07/2024 18:00","Sweden (SE)","12140.00","12692.00"
"15/07/2024 18:00 - 15/07/2024 19:00","Sweden (SE)","12307.00","12556.00"
"15/07/2024 19:00 - 15/07/2024 20:00","Sweden (SE)","12007.00","12390.00"
"15/07/2024 20:00 - 15/07/2024 21:00","Sweden (SE)","11427.00","12138.00"
"15/07/2024 21:00 - 15/07/2024 22:00","Sweden (SE)","11120.00","11899.00"
"15/07/2024 22:00 - 15/07/2024 23:00","Sweden (SE)","11102.00","11646.00"
"15/07/2024 23:00 - 16/07/2024 00:00","Sweden (SE)","10826.00","11068.00"
"16/07/2024 00:00 - 16/07/2024 01:00","Sweden (SE)","10239.00","10598.00"
"16/07/2024 01:00 - 16/07/2024 02:00","Sweden (SE)","9857.00","10294.00"
"16/07/2024 02:00 - 16/07/2024 03:00","Sweden (SE)","9784.00","10129.00"
"16/07/2024 03:00 - 16/07/2024 04:00","Sweden (SE)","9570.00","10014.00"
"16/07/2024 04:00 - 16/07/2024 05:00","Sweden (SE)","9494.00","9909.00"
"16/07/2024 05:00 - 16/07/2024 06:00","Sweden (SE)","9739.00","10040.00"
"16/07/2024 06:00 - 16/07/2024 07:00","Sweden (SE)","10248.00","10699.00"
"16/07/2024 07:00 - 16/07/2024 08:00","Sweden (SE)","10923.00","11557.00"
"16/07/2024 08:00 - 16/07/2024 09:00","Sweden (SE)","11585.00","12130.00"
"16/07/2024 09:00 - 16/07/2024 10:00","Sweden (SE)","11997.00","12417.00"
"16/07/2024 10:00 - 16/07/2024 11:00","Sweden (SE)","11993.00","12599.00"
"16/07/2024 11:00 - 16/07/2024 12:00","Sweden (SE)","11915.00","12698.00"
"16/07/2024 12:00 - 16/07/2024 13:00","Sweden (SE)","11990.00","12703.00"
"16/07/2024 13:00 - 16/07/2024 14:00","Sweden (SE)","11916.00","12724.00"
"16/07/2024 14:00 - 16/07/2024 15:00","Sweden (SE)","11851.00","12623.00"
"16/07/2024 15:00 - 16/07/2024 16:00","Sweden (SE)","11798.00","12582.00"
"16/07/2024 16:00 - 16/07/2024 17:00","Sweden (SE)","11864.00","12567.00"
"16/07/2024 17:00 - 16/07/2024 18:00","Sweden (SE)","12349.00","12622.00"
"16/07/2024 18:00 - 16/07/2024 19:00","Sweden (SE)","12474.00","12507.00"
"16/07/2024 19:00 - 16/07/2024 20:00","Sweden (SE)","12380.00","12366.00"
"16/07/2024 20:00 - 16/07/2024 21:00","Sweden (SE)","12011.00","12124.00"
"16/07/2024 21:00 - 16/07/2024 22:00","Sweden (SE)","11898.00","11873.00"
"16/07/2024 22:00 - 16/07/2024 23:00","Sweden (SE)","11313.00","11614.00"
"16/07/2024 23:00 - 17/07/2024 00:00","Sweden (SE)","10588.00","11041.00"
"17/07/2024 00:00 - 17/07/2024 01:00","Sweden (SE)","10354.00","10523.00"
"17/07/2024 01:00 - 17/07/2024 02:00","Sweden (SE)","10006.00","10193.00"
"17/07/2024 02:00 - 17/07/2024 03:00","Sweden (SE)","9627.00","10030.00"
"17/07/2024 03:00 - 17/07/2024 04:00","Sweden (SE)","9514.00","9935.00"
"17/07/2024 04:00 - 17/07/2024 05:00","Sweden (SE)","9403.00","9845.00"
"17/07/2024 05:00 - 17/07/2024 06:00","Sweden (SE)","9260.00","9972.00"
"17/07/2024 06:00 - 17/07/2024 07:00","Sweden (SE)","9726.00","10669.00"
"17/07/2024 07:00 - 17/07/2024 08:00","Sweden (SE)","10512.00","11543.00"
"17/07/2024 08:00 - 17/07/2024 09:00","Sweden (SE)","11242.00","12165.00"
"17/07/2024 09:00 - 17/07/2024 10:00","Sweden (SE)","11910.00","12489.00"
"17/07/2024 10:00 - 17/07/2024 11:00","Sweden (SE)","12314.00","12665.00"
"17/07/2024 11:00 - 17/07/2024 12:00","Sweden (SE)","12476.00","12796.00"
"17/07/2024 12:00 - 17/07/2024 13:00","Sweden (SE)","12118.00","12786.00"
"17/07/2024 13:00 - 17/07/2024 14:00","Sweden (SE)","11856.00","12760.00"
"17/07/2024 14:00 - 17/07/2024 15:00","Sweden (SE)","11935.00","12641.00"
"17/07/2024 15:00 - 17/07/2024 16:00","Sweden (SE)","12174.00","12584.00"
"17/07/2024 16:00 - 17/07/2024 17:00","Sweden (SE)","12079.00","12545.00"
"17/07/2024 17:00 - 17/07/2024 18:00","Sweden (SE)","11955.00","12591.00"
"17/07/2024 18:00 - 17/07/2024 19:00","Sweden (SE)","12021.00","12455.00"
"17/07/2024 19:00 - 17/07/2024 20:00","Sweden (SE)","11926.00","12332.00"
"17/07/2024 20:00 - 17/07/2024 21:00","Sweden (SE)","11738.00","12089.00"
"17/07/2024 21:00 - 17/07/2024 22:00","Sweden (SE)","11369.00","11868.00"
"17/07/2024 22:00 - 17/07/2024 23:00","Sweden (SE)","11218.00","11652.00"
"17/07/2024 23:00 - 18/07/2024 00:00","Sweden (SE)","10923.00","11102.00"
"18/07/2024 00:00 - 18/07/2024 01:00","Sweden (SE)","10306.00","10575.00"
"18/07/2024 01:00 - 18/07/2024 02:00","Sweden (SE)","9977.00","10238.00"
"18/07/2024 02:00 - 18/07/2024 03:00","Sweden (SE)","9709.00","10105.00"
"18/07/2024 03:00 - 18/07/2024 04:00","Sweden (SE)","9575.00","10022.00"
