"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"14/05/2024 10:15 - 14/05/2024 10:30","Finland (FI)","8259.40","8352.30"
"14/05/2024 10:30 - 14/05/2024 10:45","Finland (FI)","8221.50","8387.90"
"14/05/2024 10:45 - 14/05/2024 11:00","Finland (FI)","8241.60","8488.30"
"14/05/2024 11:00 - 14/05/2024 11:15","Finland (FI)","8382.00","8705.90"
"14/05/2024 11:15 - 14/05/2024 11:30","Finland (FI)","8391.40","8792.40"
"14/05/2024 11:30 - 14/05/2024 11:45","Finland (FI)","8433.60","8806.70"
"14/05/2024 11:45 - 14/05/2024 12:00","Finland (FI)","8411.00","8761.80"
"14/05/2024 12:00 - 14/05/2024 12:15","Finland (FI)","8339.90","8605.50"
"14/05/2024 12:15 - 14/05/2024 12:30","Finland (FI)","8300.30","8533.60"
"14/05/2024 12:30 - 14/05/2024 12:45","Finland (FI)","8306.70","8506.80"
"14/05/2024 12:45 - 14/05/2024 13:00","Finland (FI)","8309.00","8487.10"
"14/05/2024 13:00 - 14/05/2024 13:15","Finland (FI)","8349.80","8495.00"
"14/05/2024 13:15 - 14/05/2024 13:30","Finland (FI)","8340.80","8486.20"
"14/05/2024 13:30 - 14/05/2024 13:45","Finland (FI)","8304.80","8469.30"
"14/05/2024 13:45 - 14/05/2024 14:00","Finland (FI)","8388.60","8454.20"
"14/05/2024 14:00 - 14/05/2024 14:15","Finland (FI)","8425.60","8437.00"
"14/05/2024 14:15 - 14/05/2024 14:30","Finland (FI)","8494.20","8423.00"
"14/05/2024 14:30 - 14/05/2024 14:45","Finland (FI)","8421.10","8411.20"
"14/05/2024 14:45 - 14/05/2024 15:00","Finland (FI)","8416.50","8400.10"
"14/05/2024 15:00 - 14/05/2024 15:15","Finland (FI)","8420.50","8389.50"
"14/05/2024 15:15 - 14/05/2024 15:30","Finland (FI)","8450.20","8381.20"
"14/05/2024 15:30 - 14/05/2024 15:45","Finland (FI)","8493.70","8373.90"
"14/05/2024 15:45 - 14/05/2024 16:00","Finland (FI)","8434.40","8371.50"
"14/05/2024 16:00 - 14/05/2024 16:15","Finland (FI)","8401.90","8377.30"
"14/05/2024 16:15 - 14/05/2024 16:30","Finland (FI)","8391.50","8373.80"
"14/05/2024 16:30 - 14/05/2024 16:45","Finland (FI)","8452.60","8365.50"
"14/05/2024 16:45 - 14/05/2024 17:00","Finland (FI)","8309.20","8352.30"
"14/05/2024 17:00 - 14/05/2024 17:15","Finland (FI)","8271.90","8346.30"
"14/05/2024 17:15 - 14/05/2024 17:30","Finland (FI)","8292.50","8332.10"
"14/05/2024 17:30 - 14/05/2024 17:45","Finland (FI)","8336.30","8322.70"
"14/05/2024 17:45 - 14/05/2024 18:00","Finland (FI)","8328.50","8315.20"
"14/05/2024 18:00 - 14/05/2024 18:15","Finland (FI)","8231.80","8312.00"
"14/05/2024 18:15 - 14/05/2024 18:30","Finland (FI)","8256.70","8306.20"
"14/05/2024 18:30 - 14/05/2024 18:45","Finland (FI)","8305.90","8296.70"
"14/05/2024 18:45 - 14/05/2024 19:00","Finland (FI)","8274.80","8294.60"
"14/05/2024 19:00 - 14/05/2024 19:15","Finland (FI)","8197.40","8306.70"
"14/05/2024 19:15 - 14/05/2024 19:30","Finland (FI)","8237.90","8295.10"
"14/05/2024 19:30 - 14/05/2024 19:45","Finland (FI)","8224.90","8274.20"
"14/05/2024 19:45 - 14/05/2024 20:00","Finland (FI)","8100.40","8224.50"
"14/05/2024 20:00 - 14/05/2024 20:15","Finland (FI)","7932.20","8122.00"
"14/05/2024 20:15 - 14/05/2024 20:30","Finland (FI)","7876.70","8082.30"
"14/05/2024 20:30 - 14/05/2024 20:45","Finland (FI)","7715.40","8075.80"
"14/05/2024 20:45 - 14/05/2024 21:00","Finland (FI)","7633.90","8105.00"
"14/05/2024 21:00 - 14/05/2024 21:15","Finland (FI)","7837.30","8200.40"
"14/05/2024 21:15 - 14/05/2024 21:30","Finland (FI)","7988.20","8237.10"
"14/05/2024 21:30 - 14/05/2024 21:45","Finland (FI)","8026.60","8232.50"
"14/05/2024 21:45 - 14/05/2024 22:00","Finland (FI)","8008.10","8242.40"
"14/05/2024 22:00 - 14/05/2024 22:15","Finland (FI)","8006.30","8277.50"
"14/05/2024 22:15 - 14/05/2024 22:30","Finland (FI)","7853.20","8239.10"
"14/05/2024 22:30 - 14/05/2024 22:45","Finland (FI)","7761.50","8164.60"
"14/05/2024 22:45 - 14/05/2024 23:00","Finland (FI)","7641.90","8002.40"
"14/05/2024 23:00 - 14/05/2024 23:15","Finland (FI)","7588.90","7688.50"
"14/05/2024 23:15 - 14/05/2024 23:30","Finland (FI)","7491.90","7529.80"
"14/05/2024 23:30 - 14/05/2024 23:45","Finland (FI)","7392.60","7468.80"
"14/05/2024 23:45 - 15/05/2024 00:00","Finland (FI)","7258.50","7428.60"
"15/05/2024 00:00 - 15/05/2024 00:15","Finland (FI)","7322.00","7096.30"
"15/05/2024 00:15 - 15/05/2024 00:30","Finland (FI)","7329.00","7093.80"
"15/05/2024 00:30 - 15/05/2024 00:45","Finland (FI)","7237.50","7089.40"
"15/05/2024 00:45 - 15/05/2024 01:00","Finland (FI)","7179.10","7080.10"
"15/05/2024 01:00 - 15/05/2024 01:15","Finland (FI)","7051.00","7063.70"
"15/05/2024 01:15 - 15/05/2024 01:30","Finland (FI)","7106.60","7052.40"
"15/05/2024 01:30 - 15/05/2024 01:45","Finland (FI)","7095.90","7044.00"
"15/05/2024 01:45 - 15/05/2024 02:00","Finland (FI)","7046.70","7034.80"
"15/05/2024 02:00 - 15/05/2024 02:15","Finland (FI)","6975.70","7025.00"
"15/05/2024 02:15 - 15/05/2024 02:30","Finland (FI)","7018.50","7017.50"
"15/05/2024 02:30 - 15/05/2024 02:45","Finland (FI)","7054.00","7014.40"
"15/05/2024 02:45 - 15/05/2024 03:00","Finland (FI)","6955.60","7004.20"
"15/05/2024 03:00 - 15/05/2024 03:15","Finland (FI)","6959.60","6978.60"
"15/05/2024 03:15 - 15/05/2024 03:30","Finland (FI)","6853.50","6981.80"
"15/05/2024 03:30 - 15/05/2024 03:45","Finland (FI)","6811.40","7006.30"
"15/05/2024 03:45 - 15/05/2024 04:00","Finland (FI)","6878.90","7037.70"
"15/05/2024 04:00 - 15/05/2024 04:15","Finland (FI)","6950.60","7076.30"
"15/05/2024 04:15 - 15/05/2024 04:30","Finland (FI)","6958.10","7135.60"
"15/05/2024 04:30 - 15/05/2024 04:45","Finland (FI)","7068.10","7206.80"
"15/05/2024 04:45 - 15/05/2024 05:00","Finland (FI)","7200.40","7311.30"
"15/05/2024 05:00 - 15/05/2024 05:15","Finland (FI)","7544.50","7470.80"
"15/05/2024 05:15 - 15/05/2024 05:30","Finland (FI)","7759.30","7585.10"
"15/05/2024 05:30 - 15/05/2024 05:45","Finland (FI)","7875.00","7668.90"
"15/05/2024 05:45 - 15/05/2024 06:00","Finland (FI)","8045.00","7749.00"
"15/05/2024 06:00 - 15/05/2024 06:15","Finland (FI)","8214.20","7818.60"
"15/05/2024 06:15 - 15/05/2024 06:30","Finland (FI)","8285.90","7881.80"
"15/05/2024 06:30 - 15/05/2024 06:45","Finland (FI)","8318.80","7938.80"
"15/05/2024 06:45 - 15/05/2024 07:00","Finland (FI)","8325.40","7985.50"
"15/05/2024 07:00 - 15/05/2024 07:15","Finland (FI)","8418.40","8019.70"
"15/05/2024 07:15 - 15/05/2024 07:30","Finland (FI)","8414.60","8053.60"
"15/05/2024 07:30 - 15/05/2024 07:45","Finland (FI)","8366.50","8084.70"
"15/05/2024 07:45 - 15/05/2024 08:00","Finland (FI)","8399.20","8110.50"
"15/05/2024 08:00 - 15/05/2024 08:15","Finland (FI)","8472.50","8131.90"
"15/05/2024 08:15 - 15/05/2024 08:30","Finland (FI)","8438.70","8147.50"
"15/05/2024 08:30 - 15/05/2024 08:45","Finland (FI)","8379.20","8159.00"
"15/05/2024 08:45 - 15/05/2024 09:00","Finland (FI)","8365.90","8160.90"
"15/05/2024 09:00 - 15/05/2024 09:15","Finland (FI)","8390.60","8148.70"
"15/05/2024 09:15 - 15/05/2024 09:30","Finland (FI)","8391.20","8146.10"
"15/05/2024 09:30 - 15/05/2024 09:45","Finland (FI)","8353.60","8149.50"
"15/05/2024 09:45 - 15/05/2024 10:00","Finland (FI)","8319.60","8149.10"
"15/05/2024 10:00 - 15/05/2024 10:15","Finland (FI)","8380.90","8142.90"
"15/05/2024 10:15 - 15/05/2024 10:30","Finland (FI)","8370.50","8148.00"
"15/05/2024 10:30 - 15/05/2024 10:45","Finland (FI)","8278.40","8157.50"
"15/05/2024 10:45 - 15/05/2024 11:00","Finland (FI)","8248.90","8181.40"
"15/05/2024 11:00 - 15/05/2024 11:15","Finland (FI)","8424.00","8231.50"
"15/05/2024 11:15 - 15/05/2024 11:30","Finland (FI)","8446.80","8251.00"
"15/05/2024 11:30 - 15/05/2024 11:45","Finland (FI)","8426.30","8253.20"
"15/05/2024 11:45 - 15/05/2024 12:00","Finland (FI)","8375.70","8241.40"
"15/05/2024 12:00 - 15/05/2024 12:15","Finland (FI)","8413.40","8203.80"
"15/05/2024 12:15 - 15/05/2024 12:30","Finland (FI)","8386.50","8184.30"
"15/05/2024 12:30 - 15/05/2024 12:45","Finland (FI)","8351.30","8175.30"
"15/05/2024 12:45 - 15/05/2024 13:00","Finland (FI)","8276.90","8163.60"
"15/05/2024 13:00 - 15/05/2024 13:15","Finland (FI)","8186.40","8150.60"
"15/05/2024 13:15 - 15/05/2024 13:30","Finland (FI)","8273.70","8144.30"
"15/05/2024 13:30 - 15/05/2024 13:45","Finland (FI)","8259.60","8141.80"
"15/05/2024 13:45 - 15/05/2024 14:00","Finland (FI)","8281.40","8147.00"
"15/05/2024 14:00 - 15/05/2024 14:15","Finland (FI)","8249.20","8164.90"
"15/05/2024 14:15 - 15/05/2024 14:30","Finland (FI)","8210.90","8171.50"
"15/05/2024 14:30 - 15/05/2024 14:45","Finland (FI)","8272.40","8171.90"
"15/05/2024 14:45 - 15/05/2024 15:00","Finland (FI)","8226.50","8169.80"
"15/05/2024 15:00 - 15/05/2024 15:15","Finland (FI)","8288.50","8161.80"
"15/05/2024 15:15 - 15/05/2024 15:30","Finland (FI)","8256.00","8157.40"
"15/05/2024 15:30 - 15/05/2024 15:45","Finland (FI)","8375.60","8154.10"
"15/05/2024 15:45 - 15/05/2024 16:00","Finland (FI)","8392.80","8152.20"
"15/05/2024 16:00 - 15/05/2024 16:15","Finland (FI)","8282.20","8154.30"
"15/05/2024 16:15 - 15/05/2024 16:30","Finland (FI)","8405.00","8149.80"
"15/05/2024 16:30 - 15/05/2024 16:45","Finland (FI)","8325.70","8141.40"
"15/05/2024 16:45 - 15/05/2024 17:00","Finland (FI)","8377.60","8128.20"
"15/05/2024 17:00 - 15/05/2024 17:15","Finland (FI)","8211.70","8096.40"
"15/05/2024 17:15 - 15/05/2024 17:30","Finland (FI)","8296.90","8082.30"
"15/05/2024 17:30 - 15/05/2024 17:45","Finland (FI)","8309.60","8071.70"
"15/05/2024 17:45 - 15/05/2024 18:00","Finland (FI)","8249.00","8063.50"
"15/05/2024 18:00 - 15/05/2024 18:15","Finland (FI)","8316.70","8060.90"
"15/05/2024 18:15 - 15/05/2024 18:30","Finland (FI)","8290.50","8052.50"
"15/05/2024 18:30 - 15/05/2024 18:45","Finland (FI)","8326.60","8036.80"
"15/05/2024 18:45 - 15/05/2024 19:00","Finland (FI)","8365.10","8031.20"
"15/05/2024 19:00 - 15/05/2024 19:15","Finland (FI)","8200.20","8046.10"
"15/05/2024 19:15 - 15/05/2024 19:30","Finland (FI)","8291.90","8022.90"
"15/05/2024 19:30 - 15/05/2024 19:45","Finland (FI)","8277.70","7983.40"
"15/05/2024 19:45 - 15/05/2024 20:00","Finland (FI)","8213.10","7898.70"
"15/05/2024 20:00 - 15/05/2024 20:15","Finland (FI)","8094.40","7732.80"
"15/05/2024 20:15 - 15/05/2024 20:30","Finland (FI)","7991.40","7659.20"
"15/05/2024 20:30 - 15/05/2024 20:45","Finland (FI)","7897.30","7634.90"
"15/05/2024 20:45 - 15/05/2024 21:00","Finland (FI)","7775.60","7658.80"
"15/05/2024 21:00 - 15/05/2024 21:15","Finland (FI)","7877.30","7773.60"
"15/05/2024 21:15 - 15/05/2024 21:30","Finland (FI)","7991.90","7809.50"
"15/05/2024 21:30 - 15/05/2024 21:45","Finland (FI)","7991.80","7797.20"
"15/05/2024 21:45 - 15/05/2024 22:00","Finland (FI)","8052.70","7784.10"
"15/05/2024 22:00 - 15/05/2024 22:15","Finland (FI)","7970.50","7763.20"
"15/05/2024 22:15 - 15/05/2024 22:30","Finland (FI)","7864.60","7714.70"
"15/05/2024 22:30 - 15/05/2024 22:45","Finland (FI)","7694.80","7654.30"
"15/05/2024 22:45 - 15/05/2024 23:00","Finland (FI)","7551.40","7539.00"
"15/05/2024 23:00 - 15/05/2024 23:15","Finland (FI)","7589.80","7331.40"
"15/05/2024 23:15 - 15/05/2024 23:30","Finland (FI)","7510.40","7223.80"
"15/05/2024 23:30 - 15/05/2024 23:45","Finland (FI)","7382.30","7180.10"
"15/05/2024 23:45 - 16/05/2024 00:00","Finland (FI)","7243.40","7152.20"
"16/05/2024 00:00 - 16/05/2024 00:15","Finland (FI)","7317.80","7208.90"
"16/05/2024 00:15 - 16/05/2024 00:30","Finland (FI)","7283.80","7200.20"
"16/05/2024 00:30 - 16/05/2024 00:45","Finland (FI)","7189.90","7186.80"
"16/05/2024 00:45 - 16/05/2024 01:00","Finland (FI)","7101.50","7152.70"
"16/05/2024 01:00 - 16/05/2024 01:15","Finland (FI)","7181.40","7085.70"
"16/05/2024 01:15 - 16/05/2024 01:30","Finland (FI)","7187.80","7050.30"
"16/05/2024 01:30 - 16/05/2024 01:45","Finland (FI)","7127.60","7032.20"
"16/05/2024 01:45 - 16/05/2024 02:00","Finland (FI)","7020.50","7024.20"
"16/05/2024 02:00 - 16/05/2024 02:15","Finland (FI)","7082.50","7037.20"
"16/05/2024 02:15 - 16/05/2024 02:30","Finland (FI)","7064.10","7035.10"
"16/05/2024 02:30 - 16/05/2024 02:45","Finland (FI)","7038.20","7028.20"
"16/05/2024 02:45 - 16/05/2024 03:00","Finland (FI)","6939.40","7011.10"
"16/05/2024 03:00 - 16/05/2024 03:15","Finland (FI)","7000.30","6971.00"
"16/05/2024 03:15 - 16/05/2024 03:30","Finland (FI)","6936.60","6965.00"
"16/05/2024 03:30 - 16/05/2024 03:45","Finland (FI)","6981.80","6985.50"
"16/05/2024 03:45 - 16/05/2024 04:00","Finland (FI)","6929.30","7006.50"
"16/05/2024 04:00 - 16/05/2024 04:15","Finland (FI)","7012.90","7023.30"
"16/05/2024 04:15 - 16/05/2024 04:30","Finland (FI)","7041.80","7081.20"
"16/05/2024 04:30 - 16/05/2024 04:45","Finland (FI)","7131.50","7162.60"
"16/05/2024 04:45 - 16/05/2024 05:00","Finland (FI)","7243.70","7292.30"
"16/05/2024 05:00 - 16/05/2024 05:15","Finland (FI)","7497.60","7493.00"
"16/05/2024 05:15 - 16/05/2024 05:30","Finland (FI)","7745.50","7640.80"
"16/05/2024 05:30 - 16/05/2024 05:45","Finland (FI)","7809.10","7743.30"
"16/05/2024 05:45 - 16/05/2024 06:00","Finland (FI)","7870.30","7844.00"
"16/05/2024 06:00 - 16/05/2024 06:15","Finland (FI)","7984.00","7935.20"
"16/05/2024 06:15 - 16/05/2024 06:30","Finland (FI)","8020.00","8010.90"
"16/05/2024 06:30 - 16/05/2024 06:45","Finland (FI)","8121.00","8074.30"
"16/05/2024 06:45 - 16/05/2024 07:00","Finland (FI)","8004.60","8118.90"
"16/05/2024 07:00 - 16/05/2024 07:15","Finland (FI)","8184.50","8138.40"
"16/05/2024 07:15 - 16/05/2024 07:30","Finland (FI)","8299.80","8164.50"
"16/05/2024 07:30 - 16/05/2024 07:45","Finland (FI)","8230.10","8190.90"
"16/05/2024 07:45 - 16/05/2024 08:00","Finland (FI)","8307.30","8210.40"
"16/05/2024 08:00 - 16/05/2024 08:15","Finland (FI)","8449.70","8225.30"
"16/05/2024 08:15 - 16/05/2024 08:30","Finland (FI)","8408.00","8233.60"
"16/05/2024 08:30 - 16/05/2024 08:45","Finland (FI)","8498.50","8237.70"
"16/05/2024 08:45 - 16/05/2024 09:00","Finland (FI)","8442.10","8230.30"
"16/05/2024 09:00 - 16/05/2024 09:15","Finland (FI)","8511.50","8205.80"
"16/05/2024 09:15 - 16/05/2024 09:30","Finland (FI)","8465.50","8194.40"
"16/05/2024 09:30 - 16/05/2024 09:45","Finland (FI)","8536.00","8191.20"
"16/05/2024 09:45 - 16/05/2024 10:00","Finland (FI)","8541.10","8185.90"
"16/05/2024 10:00 - 16/05/2024 10:15","Finland (FI)","8597.00","8178.20"
"16/05/2024 10:15 - 16/05/2024 10:30","Finland (FI)","8615.10","8179.20"
"16/05/2024 10:30 - 16/05/2024 10:45","Finland (FI)","8709.70","8184.10"
"16/05/2024 10:45 - 16/05/2024 11:00","Finland (FI)","8596.80","8200.70"
"16/05/2024 11:00 - 16/05/2024 11:15","Finland (FI)","8708.90","8237.10"
"16/05/2024 11:15 - 16/05/2024 11:30","Finland (FI)","8701.30","8252.40"
"16/05/2024 11:30 - 16/05/2024 11:45","Finland (FI)","8666.00","8254.70"
"16/05/2024 11:45 - 16/05/2024 12:00","Finland (FI)","8665.10","8252.50"
"16/05/2024 12:00 - 16/05/2024 12:15","Finland (FI)","8539.60","8242.00"
"16/05/2024 12:15 - 16/05/2024 12:30","Finland (FI)","8558.10","8230.20"
"16/05/2024 12:30 - 16/05/2024 12:45","Finland (FI)","8473.80","8218.60"
"16/05/2024 12:45 - 16/05/2024 13:00","Finland (FI)","8443.20","8193.90"
"16/05/2024 13:00 - 16/05/2024 13:15","Finland (FI)","8528.80","8147.50"
"16/05/2024 13:15 - 16/05/2024 13:30","Finland (FI)","8573.70","8126.60"
"16/05/2024 13:30 - 16/05/2024 13:45","Finland (FI)","8629.30","8119.40"
"16/05/2024 13:45 - 16/05/2024 14:00","Finland (FI)","8615.30","8125.90"
"16/05/2024 14:00 - 16/05/2024 14:15","Finland (FI)","8453.40","8157.80"
"16/05/2024 14:15 - 16/05/2024 14:30","Finland (FI)","8524.50","8168.30"
"16/05/2024 14:30 - 16/05/2024 14:45","Finland (FI)","8487.60","8167.70"
"16/05/2024 14:45 - 16/05/2024 15:00","Finland (FI)","8543.10","8161.10"
"16/05/2024 15:00 - 16/05/2024 15:15","Finland (FI)","8440.10","8140.50"
"16/05/2024 15:15 - 16/05/2024 15:30","Finland (FI)","8471.50","8132.80"
"16/05/2024 15:30 - 16/05/2024 15:45","Finland (FI)","8564.30","8131.10"
"16/05/2024 15:45 - 16/05/2024 16:00","Finland (FI)","8549.80","8136.30"
"16/05/2024 16:00 - 16/05/2024 16:15","Finland (FI)","8409.50","8155.90"
"16/05/2024 16:15 - 16/05/2024 16:30","Finland (FI)","8333.90","8159.00"
"16/05/2024 16:30 - 16/05/2024 16:45","Finland (FI)","8401.40","8154.00"
"16/05/2024 16:45 - 16/05/2024 17:00","Finland (FI)","8388.80","8138.30"
"16/05/2024 17:00 - 16/05/2024 17:15","Finland (FI)","8144.20","8094.10"
"16/05/2024 17:15 - 16/05/2024 17:30","Finland (FI)","8062.40","8078.70"
"16/05/2024 17:30 - 16/05/2024 17:45","Finland (FI)","8122.40","8073.60"
"16/05/2024 17:45 - 16/05/2024 18:00","Finland (FI)","8122.90","8079.90"
"16/05/2024 18:00 - 16/05/2024 18:15","Finland (FI)","8011.10","8108.80"
"16/05/2024 18:15 - 16/05/2024 18:30","Finland (FI)","8038.00","8114.20"
"16/05/2024 18:30 - 16/05/2024 18:45","Finland (FI)","8049.80","8102.60"
"16/05/2024 18:45 - 16/05/2024 19:00","Finland (FI)","8117.40","8094.60"
"16/05/2024 19:00 - 16/05/2024 19:15","Finland (FI)","8053.80","8094.10"
"16/05/2024 19:15 - 16/05/2024 19:30","Finland (FI)","8011.30","8064.70"
"16/05/2024 19:30 - 16/05/2024 19:45","Finland (FI)","7911.70","8023.50"
"16/05/2024 19:45 - 16/05/2024 20:00","Finland (FI)","7946.80","7938.10"
"16/05/2024 20:00 - 16/05/2024 20:15","Finland (FI)","7730.50","7774.70"
"16/05/2024 20:15 - 16/05/2024 20:30","Finland (FI)","7617.10","7700.40"
"16/05/2024 20:30 - 16/05/2024 20:45","Finland (FI)","7543.40","7672.10"
"16/05/2024 20:45 - 16/05/2024 21:00","Finland (FI)","7492.20","7695.30"
"16/05/2024 21:00 - 16/05/2024 21:15","Finland (FI)","7597.80","7816.00"
"16/05/2024 21:15 - 16/05/2024 21:30","Finland (FI)","7757.70","7844.80"
"16/05/2024 21:30 - 16/05/2024 21:45","Finland (FI)","7784.60","7820.80"
"16/05/2024 21:45 - 16/05/2024 22:00","Finland (FI)","7766.00","7777.00"
"16/05/2024 22:00 - 16/05/2024 22:15","Finland (FI)","7803.30","7691.00"
"16/05/2024 22:15 - 16/05/2024 22:30","Finland (FI)","7692.80","7619.80"
"16/05/2024 22:30 - 16/05/2024 22:45","Finland (FI)","7607.10","7559.60"
"16/05/2024 22:45 - 16/05/2024 23:00","Finland (FI)","7491.40","7468.50"
"16/05/2024 23:00 - 16/05/2024 23:15","Finland (FI)","7535.40","7329.50"
"16/05/2024 23:15 - 16/05/2024 23:30","Finland (FI)","7451.30","7252.80"
"16/05/2024 23:30 - 16/05/2024 23:45","Finland (FI)","7456.30","7217.80"
"16/05/2024 23:45 - 17/05/2024 00:00","Finland (FI)","7368.60","7196.80"
"17/05/2024 00:00 - 17/05/2024 00:15","Finland (FI)","7309.70","7120.70"
"17/05/2024 00:15 - 17/05/2024 00:30","Finland (FI)","7370.70","7116.90"
"17/05/2024 00:30 - 17/05/2024 00:45","Finland (FI)","7353.60","7109.80"
"17/05/2024 00:45 - 17/05/2024 01:00","Finland (FI)","7239.10","7097.30"
"17/05/2024 01:00 - 17/05/2024 01:15","Finland (FI)","7181.10","7077.90"
"17/05/2024 01:15 - 17/05/2024 01:30","Finland (FI)","7281.30","7059.90"
"17/05/2024 01:30 - 17/05/2024 01:45","Finland (FI)","7254.30","7042.70"
"17/05/2024 01:45 - 17/05/2024 02:00","Finland (FI)","7234.50","7019.90"
"17/05/2024 02:00 - 17/05/2024 02:15","Finland (FI)","7173.30","6988.50"
"17/05/2024 02:15 - 17/05/2024 02:30","Finland (FI)","7162.10","6966.60"
"17/05/2024 02:30 - 17/05/2024 02:45","Finland (FI)","7178.80","6953.00"
"17/05/2024 02:45 - 17/05/2024 03:00","Finland (FI)","7077.70","6934.60"
"17/05/2024 03:00 - 17/05/2024 03:15","Finland (FI)","7049.50","6906.10"
"17/05/2024 03:15 - 17/05/2024 03:30","Finland (FI)","7068.10","6901.70"
"17/05/2024 03:30 - 17/05/2024 03:45","Finland (FI)","7084.30","6919.30"
"17/05/2024 03:45 - 17/05/2024 04:00","Finland (FI)","7096.60","6933.70"
"17/05/2024 04:00 - 17/05/2024 04:15","Finland (FI)","7141.40","6935.10"
"17/05/2024 04:15 - 17/05/2024 04:30","Finland (FI)","7224.00","6988.60"
"17/05/2024 04:30 - 17/05/2024 04:45","Finland (FI)","7285.90","7070.10"
"17/05/2024 04:45 - 17/05/2024 05:00","Finland (FI)","7258.40","7210.60"
"17/05/2024 05:00 - 17/05/2024 05:15","Finland (FI)","7604.80","7451.40"
"17/05/2024 05:15 - 17/05/2024 05:30","Finland (FI)","7763.50","7603.00"
"17/05/2024 05:30 - 17/05/2024 05:45","Finland (FI)","7979.20","7700.40"
"17/05/2024 05:45 - 17/05/2024 06:00","Finland (FI)","8055.20","7779.90"
"17/05/2024 06:00 - 17/05/2024 06:15","Finland (FI)","8172.60","7819.80"
"17/05/2024 06:15 - 17/05/2024 06:30","Finland (FI)","8237.50","7873.50"
"17/05/2024 06:30 - 17/05/2024 06:45","Finland (FI)","8224.60","7932.20"
"17/05/2024 06:45 - 17/05/2024 07:00","Finland (FI)","8281.20","7978.40"
"17/05/2024 07:00 - 17/05/2024 07:15","Finland (FI)","8328.40","8012.60"
"17/05/2024 07:15 - 17/05/2024 07:30","Finland (FI)","8292.30","8050.30"
"17/05/2024 07:30 - 17/05/2024 07:45","Finland (FI)","8347.40","8088.10"
"17/05/2024 07:45 - 17/05/2024 08:00","Finland (FI)","8343.10","8124.50"
"17/05/2024 08:00 - 17/05/2024 08:15","Finland (FI)","8441.80","8162.30"
"17/05/2024 08:15 - 17/05/2024 08:30","Finland (FI)","8440.40","8191.70"
"17/05/2024 08:30 - 17/05/2024 08:45","Finland (FI)","8416.60","8216.30"
"17/05/2024 08:45 - 17/05/2024 09:00","Finland (FI)","8370.70","8232.00"
"17/05/2024 09:00 - 17/05/2024 09:15","Finland (FI)","8566.30","8233.60"
"17/05/2024 09:15 - 17/05/2024 09:30","Finland (FI)","8568.30","8246.30"
"17/05/2024 09:30 - 17/05/2024 09:45","Finland (FI)","8485.90","8264.40"
"17/05/2024 09:45 - 17/05/2024 10:00","Finland (FI)","8476.60","8285.50"
"17/05/2024 10:00 - 17/05/2024 10:15","Finland (FI)","8592.60","8314.20"
"17/05/2024 10:15 - 17/05/2024 10:30","Finland (FI)","8609.80","8334.60"
"17/05/2024 10:30 - 17/05/2024 10:45","Finland (FI)","8546.20","8347.10"
"17/05/2024 10:45 - 17/05/2024 11:00","Finland (FI)","8518.60","8366.40"
"17/05/2024 11:00 - 17/05/2024 11:15","Finland (FI)","8613.70","8399.60"
"17/05/2024 11:15 - 17/05/2024 11:30","Finland (FI)","8656.90","8403.50"
"17/05/2024 11:30 - 17/05/2024 11:45","Finland (FI)","8660.50","8392.20"
"17/05/2024 11:45 - 17/05/2024 12:00","Finland (FI)","8643.20","8352.60"
"17/05/2024 12:00 - 17/05/2024 12:15","Finland (FI)","8618.90","8264.10"
"17/05/2024 12:15 - 17/05/2024 12:30","Finland (FI)","8593.80","8222.20"
"17/05/2024 12:30 - 17/05/2024 12:45","Finland (FI)","8593.60","8205.90"
"17/05/2024 12:45 - 17/05/2024 13:00","Finland (FI)","8519.80","8203.90"
"17/05/2024 13:00 - 17/05/2024 13:15","Finland (FI)","8490.80","8231.60"
"17/05/2024 13:15 - 17/05/2024 13:30","Finland (FI)","8556.60","8238.70"
"17/05/2024 13:30 - 17/05/2024 13:45","Finland (FI)","8570.00","8235.40"
"17/05/2024 13:45 - 17/05/2024 14:00","Finland (FI)","8622.00","8231.40"
"17/05/2024 14:00 - 17/05/2024 14:15","Finland (FI)","8533.80","8221.50"
"17/05/2024 14:15 - 17/05/2024 14:30","Finland (FI)","8571.00","8217.00"
"17/05/2024 14:30 - 17/05/2024 14:45","Finland (FI)","8521.80","8214.70"
"17/05/2024 14:45 - 17/05/2024 15:00","Finland (FI)","8557.90","8215.50"
"17/05/2024 15:00 - 17/05/2024 15:15","Finland (FI)","8433.40","8223.00"
"17/05/2024 15:15 - 17/05/2024 15:30","Finland (FI)","8394.00","8222.40"
"17/05/2024 15:30 - 17/05/2024 15:45","Finland (FI)","8529.90","8214.70"
"17/05/2024 15:45 - 17/05/2024 16:00","Finland (FI)","8570.50","8210.70"
"17/05/2024 16:00 - 17/05/2024 16:15","Finland (FI)","8422.30","8214.70"
"17/05/2024 16:15 - 17/05/2024 16:30","Finland (FI)","8390.80","8198.60"
"17/05/2024 16:30 - 17/05/2024 16:45","Finland (FI)","8411.20","8172.00"
"17/05/2024 16:45 - 17/05/2024 17:00","Finland (FI)","8452.80","8124.50"
"17/05/2024 17:00 - 17/05/2024 17:15","Finland (FI)","8299.50","8037.80"
"17/05/2024 17:15 - 17/05/2024 17:30","Finland (FI)","8295.30","7988.60"
